,sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
281,14.973424,11.377768,12.716902,7.177239,13.338447,10.012644
282,15.5279,11.603992,12.826163,7.0276403,13.846373,10.586844
283,15.961021,11.468518,13.31623,7.3427973,14.1756315,10.193836
284,15.23028,11.644708,13.00762,7.07766,13.479647,10.079582
285,16.708574,11.616317,13.095708,7.1901116,12.759482,10.140739
286,16.288565,11.486403,13.036568,7.212713,13.68212,10.622536
287,16.551323,12.305376,13.525172,7.4881797,13.169537,9.516976
288,15.716998,11.6758795,12.673337,7.03813,13.323796,10.24228
289,17.32019,11.777926,13.4543915,7.3156905,14.538064,9.866826
290,16.48456,11.856638,13.789252,7.9870925,14.802285,11.870697
291,17.435617,11.990504,13.353459,7.260949,12.404091,10.1901045
292,16.06068,11.482092,13.611143,7.3660655,14.371687,10.354388
293,15.310652,11.62545,13.230458,7.141988,12.798139,9.669139
294,15.237503,11.530037,13.172973,7.1910124,13.824255,10.167782
295,15.449997,11.495283,12.939661,6.9688673,12.990099,10.031888
296,16.00852,11.449017,13.084501,7.2330604,14.354501,10.229003
297,15.275273,11.623829,12.636794,7.233279,13.965471,10.234489
298,15.625258,11.8887415,13.351956,7.2644877,14.380171,10.138639
299,14.309645,11.638439,13.155151,7.440456,13.323305,9.598787
300,16.309977,11.591194,13.086487,7.1559734,11.971485,10.134447
301,15.36985,11.354274,12.975397,7.0112705,13.94656,10.176905
302,15.502189,11.436727,12.981809,7.0471134,13.085272,9.758274
303,16.182652,11.343797,12.821225,7.130124,12.961131,10.382753
304,15.33085,11.662891,12.923286,7.256087,12.71828,10.01448
305,14.460999,11.564169,12.945658,7.118409,14.127506,9.966212
306,15.95101,11.566092,13.041982,7.374337,13.227564,9.89331
307,16.851295,11.396309,13.211562,7.0794363,13.319178,9.725855
308,15.514105,12.271924,13.9166765,7.612517,14.70666,9.989905
309,15.292737,11.3168955,12.933322,7.012005,12.836093,9.495675
310,15.270632,11.044402,12.7681465,7.293393,14.254522,9.853903
311,17.843668,11.593822,13.727645,7.7948885,15.755633,10.37023
312,14.61771,11.4359045,12.971301,7.0533996,13.914881,9.846827
313,15.095433,11.607296,13.417564,7.3722053,14.874988,10.210643
314,13.353936,11.385714,13.024351,7.1363454,13.061942,10.258709
315,16.24513,11.135417,12.724705,7.160322,14.6446705,10.644054
316,17.337782,11.612083,13.570426,7.618882,15.497363,10.14838
317,16.826963,11.368643,13.080913,7.119335,15.310515,10.02089
318,17.764893,11.773793,13.727831,7.7184396,13.178332,10.080566
319,16.10328,11.47956,13.52486,7.2263403,13.556756,10.188171
320,15.618949,11.455485,12.905095,7.0523615,13.747503,10.216506
321,16.571108,11.593754,13.43289,7.389255,12.336605,10.126918
322,15.620859,11.33515,13.025375,7.171911,14.336,10.767575
323,15.914616,11.620335,13.024223,7.337123,13.573318,10.510277
324,15.073227,11.334761,12.634028,7.077425,14.506732,10.305847
325,16.016588,11.625363,13.2379,7.26314,12.250007,9.828963
326,14.633994,11.146555,13.165369,6.9779553,14.128247,10.184497
327,16.35755,11.670502,13.390984,7.7271953,13.684368,9.594899
328,14.195847,11.128411,12.684984,6.95503,14.088727,10.078175
329,16.564512,12.037372,13.767714,7.9837403,14.210364,10.1328335
330,13.382678,11.096029,12.708675,6.9068265,14.064275,10.370901
331,17.865267,11.93227,13.53683,7.4606557,13.152536,10.113021
332,17.904974,11.702215,13.4618225,7.2553596,13.30137,10.233051
333,16.807613,11.829849,13.568145,7.4079204,14.402019,10.346805
334,16.283613,11.809642,13.4320965,7.4148045,13.373883,10.628458
335,17.077726,12.036158,13.800709,7.4315376,13.564997,10.2554455
336,16.994644,11.943635,13.753535,7.4164443,14.139137,10.542648
337,17.194567,11.834608,13.385855,7.306999,12.527136,9.924753
338,14.601016,11.561982,12.88927,7.165522,13.5993595,10.474214
339,15.536818,11.737278,13.198073,7.429412,14.437844,9.883606
340,16.777115,11.789487,13.316989,7.2425666,13.41161,10.371068
341,14.614932,11.301437,12.9850235,7.0344954,14.700283,10.427335
342,16.780226,11.8671875,13.680454,7.497809,14.006802,10.487962
343,17.29833,11.852476,12.854656,7.257441,13.188031,10.358197
344,16.939299,11.978571,13.281612,7.2088933,13.020585,10.281738
345,16.372385,11.665553,13.51281,7.2267733,12.566458,10.065702
346,18.629234,12.207793,13.826994,7.6516576,12.607018,10.24274
347,17.209827,11.845365,13.599786,7.495168,12.73711,10.102525
348,17.751566,11.869898,13.555815,7.3973937,12.675711,9.995324
349,17.839706,11.894283,13.314808,7.482357,12.779637,9.706351
350,15.287876,11.514566,13.348091,7.2813735,14.009164,10.005667
351,13.812006,11.390729,13.122519,7.029848,14.038237,10.185339
352,15.913775,11.542894,13.069528,7.016383,13.137593,10.448599
353,16.047592,11.514103,13.4007015,7.111211,13.54489,9.802522
354,16.37843,11.567129,13.1589365,7.1507773,13.077723,10.20975
355,15.381104,11.591642,13.065359,7.207922,12.995648,10.145759
356,17.24274,12.121881,13.427028,7.2386656,13.494414,10.9583235
357,17.471766,11.679992,13.833329,7.5112185,13.308542,9.781461
358,16.212135,11.609692,13.349352,7.165446,14.735672,10.216971
359,16.033468,11.380948,13.124852,7.0736566,12.902102,9.763665
360,16.290045,12.064311,13.283809,7.1937733,13.31728,10.488922
361,16.697014,11.908826,13.460061,7.2475486,12.9942465,10.263062
362,15.309943,11.650188,13.158399,7.1591983,13.778175,10.274393
363,16.164198,11.626363,13.376685,7.243003,13.233286,10.278548
364,17.467266,12.099556,13.839262,7.639364,13.435664,10.658407
365,16.15769,11.8958435,13.862454,7.5940247,13.726598,10.204189
366,17.662174,11.931742,13.64205,7.373528,14.028986,10.902038
367,15.90064,11.626104,13.138996,7.1578307,13.864332,10.074843
368,17.719418,11.957973,13.25346,7.319575,13.901808,10.29497
369,14.528097,11.697836,13.21951,7.0892115,13.799899,9.636822
370,13.878402,11.221458,12.794592,6.9505677,13.49476,9.945814
371,14.936198,11.268733,12.777882,6.920486,13.407951,10.050728
372,14.866835,11.204914,12.837653,6.947035,13.509994,9.967658
373,17.422342,11.67179,13.18798,7.3073926,14.407719,10.474666
374,14.653679,11.44858,12.898069,7.104615,12.774234,10.188517
375,17.045084,11.840831,13.562731,7.24973,14.628709,10.7803955
376,15.541497,11.515988,12.897234,7.146378,13.211509,10.549525
377,16.084337,11.532646,12.966802,7.049705,13.068968,10.052005
378,15.967793,11.221215,13.044976,7.055146,13.488698,10.818107
379,14.728324,11.436832,12.9037075,7.009329,13.852008,10.162641
380,18.285603,11.99751,13.731131,7.6324253,14.045322,9.93535
381,16.380297,12.171206,14.082559,7.7499743,15.283997,10.688103
382,13.630329,11.464849,12.662013,7.2057476,13.070418,10.290573
383,13.977271,11.302315,12.902497,6.986988,12.788382,9.807984
384,16.810658,11.5156765,13.489469,7.296234,15.175352,9.944207
385,17.543116,11.947305,13.986252,7.406223,13.994399,10.148596
386,15.180492,11.420234,13.059823,6.990907,13.614879,10.2719965
387,18.122528,12.041586,13.881772,7.680913,12.28432,9.87661
388,18.227268,11.8234215,13.809665,7.650788,13.515999,10.255725
389,16.01709,11.524542,13.139336,7.084216,12.748858,10.184997
390,16.831177,11.783516,13.771633,7.33634,13.690149,9.761211
391,17.8376,11.746327,13.769448,7.3426404,13.212184,9.803627
392,17.42524,11.816013,13.546236,7.232388,13.848611,10.218428
393,15.630324,12.681247,14.399909,7.9314046,13.502676,10.261062
394,16.877779,11.712529,13.626858,7.3621945,14.257149,10.1041
395,14.645611,11.675179,13.082608,7.1814027,13.584006,10.485201
396,17.23241,12.145712,13.884519,7.8158507,14.818457,9.892259
397,16.881186,11.707699,13.44094,7.2210193,12.2032385,10.032186
398,15.761364,11.623542,13.196522,7.317324,13.439736,9.950293
399,17.32081,11.736119,13.278431,7.3954525,13.996128,9.865726
400,17.678188,12.04333,13.501745,7.6334996,14.293417,11.411067
401,16.48691,11.680262,13.041687,7.245114,13.616364,9.828832
402,16.366714,11.314633,13.080443,7.09277,13.534437,10.219299
403,17.47196,11.979161,13.610002,7.64725,14.510209,11.232141
404,15.339745,11.6561575,12.870895,7.205439,13.395795,10.347508
405,16.245317,11.568062,12.894714,7.0952206,12.68502,10.176534
406,15.243142,11.673845,13.45883,7.255016,12.582245,10.174027
