log,"{'Interest': 0.0367441860465116, ""readers'_vocabulary"": 0.038139534883720884, 'Average_duration_of_fixations': 0.0013953488372092648, 'Minimum_duration_of_fixations': 0.015813953488372067, 'Maximum_duration_of_fixations': -2.2204460492503132e-17, 'Duration_of_first_fixation': 0.0065116279069767245, 'Average_pupil_diameter': 0.012558139534883694, 'Average_duration_of_Visit_per_characters': 0.001395348837209287, 'Minimum_duration_of_Visit': 0.010697674418604608, 'Maximum_duration_of_Visit': 0.033953488372093, 'Number_of_Visits': 0.028372093023255808, 'Number_of_Visits_per_characters': 0.004651162790697638, 'Number_of_saccades_in_AOI': 0.0009302325581395099, 'Time_to_entry_saccade': 0.005581395348837193, 'Time_to_exit_saccade': 0.006976744186046458, 'Peak_velocity_of_entry_saccade': -0.00046511627906977717, 'Peak_velocity_of_exit_saccade': 0.027906976744186008, 'First-pass_first_fixation_duration_per_characters': 0.007906976744186011, 'First-pass_duration': 0.002325581395348797, 'First-pass_duration_per_characters': 0.010232558139534853, 'Selective_regression-path_duration': 0.020465116279069728, 'Regression-path_duration': 0.017209302325581356, 'Re-reading_duration_per_characters': 0.001860465116279042, 'Number_of_regression': 0.019534883720930197, 'Percentage_of_katakana_verb_numerator': 0.00046511627906975495, 'Percentage_of_katakana_noun': 0.004651162790697638, 'Percentage_of_katakana_noun_numerator': 0.006046511627906903, 'Number_of_easy_words': 0.028372093023255763, 'Percentage_of_easy_words': 0.0367441860465116, 'Percentage_of_kanzi': 0.013023255813953449, 'Percentage_of_low_difficulty_kanzi_words': 0.026976744186046498, 'Number_of_low_difficulty_kanzi_words': 0.007906976744186011, 'Percentage_of_extra_difficulty_kanzi_words': 0.0032558139534883067, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': -0.00046511627906979934, 'Number_of_regular_difficulty_kanzi_words': 0.008372093023255789, 'Percentage_of_high_difficulty_kanzi_words': 0.048372093023255756, 'Number_of_high_difficulty_kanzi_words': 0.027441860465116253, 'Percentage_of_low_difficulty_kanzis': 0.013488372093023204, 'Percentage_of_extra_difficulty_kanzis': -2.2204460492503132e-17, 'Number_of_extra_difficulty_kanzis': 0.007906976744186011, 'Percentage_of_regular_difficulty_kanzis': 0.0069767441860464794, 'Number_of_regular_difficulty_kanzis': 0.021395348837209262, 'Percentage_of_Chinese_words_verb': 0.012093023255813896, 'Percentage_of_Chinese_words_noun': 0.00046511627906975495, 'Average_length_of_compund_nouns': 0.006511627906976703, 'Number_of_characters_of_adnominal_modification': 0.023255813953488323, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.006511627906976703, 'Number_of_adnominal_modification_out_of_total_nouns': 0.025116279069767412, 'Percentage_of_frequent_words': 0.01023255813953483, 'Cossim_model6': 0.016744186046511556, 'Norm_model6': 0.023255813953488347, 'Avecossim_model6': 0.00046511627906975495}",2025-01-20_21-36-40
rf,"{'Interest': 0.0, ""readers'_vocabulary"": 0.0, 'Average_duration_of_fixations': 0.0, 'Minimum_duration_of_fixations': 0.0, 'Maximum_duration_of_fixations': 0.0, 'Duration_of_first_fixation': 0.0, 'Average_pupil_diameter': 0.0, 'Average_duration_of_Visit_per_characters': 0.0, 'Minimum_duration_of_Visit': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Number_of_saccades_in_AOI': 0.0, 'Time_to_entry_saccade': 0.0, 'Time_to_exit_saccade': 0.0, 'Peak_velocity_of_entry_saccade': 0.0, 'Peak_velocity_of_exit_saccade': 0.0, 'First-pass_first_fixation_duration_per_characters': 0.0, 'First-pass_duration': 0.0, 'First-pass_duration_per_characters': 0.0, 'Selective_regression-path_duration': 0.0, 'Regression-path_duration': 0.0, 'Re-reading_duration_per_characters': 0.0, 'Number_of_regression': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun': 0.0, 'Percentage_of_katakana_noun_numerator': 0.0, 'Number_of_easy_words': 0.0, 'Percentage_of_easy_words': 0.0, 'Percentage_of_kanzi': 0.0, 'Percentage_of_low_difficulty_kanzi_words': 0.0, 'Number_of_low_difficulty_kanzi_words': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_high_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_low_difficulty_kanzis': 0.0, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0, 'Number_of_regular_difficulty_kanzis': 0.0, 'Percentage_of_Chinese_words_verb': 0.0, 'Percentage_of_Chinese_words_noun': 0.0, 'Average_length_of_compund_nouns': 0.0, 'Number_of_characters_of_adnominal_modification': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0, 'Percentage_of_frequent_words': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0, 'Avecossim_model6': 0.0}",2025-01-20_21-36-40
gb,"{'Interest': 0.039999999999999966, ""readers'_vocabulary"": 0.007906976744186056, 'Average_duration_of_fixations': 0.0, 'Minimum_duration_of_fixations': 0.013488372093023249, 'Maximum_duration_of_fixations': 0.040930232558139545, 'Duration_of_first_fixation': 0.0032558139534883956, 'Average_pupil_diameter': 0.0, 'Average_duration_of_Visit_per_characters': 0.0013953488372093314, 'Minimum_duration_of_Visit': 0.0009302325581395543, 'Maximum_duration_of_Visit': 0.08418604651162791, 'Number_of_Visits': 0.028837209302325584, 'Number_of_Visits_per_characters': 0.008372093023255811, 'Number_of_saccades_in_AOI': 0.0, 'Time_to_entry_saccade': 0.0018604651162791087, 'Time_to_exit_saccade': 0.0, 'Peak_velocity_of_entry_saccade': 0.0018604651162791087, 'Peak_velocity_of_exit_saccade': 0.007441860465116301, 'First-pass_first_fixation_duration_per_characters': 0.0, 'First-pass_duration': 0.0, 'First-pass_duration_per_characters': 0.0, 'Selective_regression-path_duration': 0.0, 'Regression-path_duration': 0.0, 'Re-reading_duration_per_characters': 0.0, 'Number_of_regression': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun': 0.0, 'Percentage_of_katakana_noun_numerator': 0.0, 'Number_of_easy_words': 0.0, 'Percentage_of_easy_words': 0.0037209302325581727, 'Percentage_of_kanzi': 0.0, 'Percentage_of_low_difficulty_kanzi_words': 0.0, 'Number_of_low_difficulty_kanzi_words': 0.0018604651162791087, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_high_difficulty_kanzi_words': 0.0041860465116279055, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_low_difficulty_kanzis': 0.0, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0027906976744186407, 'Number_of_regular_difficulty_kanzis': 0.0, 'Percentage_of_Chinese_words_verb': 0.0, 'Percentage_of_Chinese_words_noun': 0.0, 'Average_length_of_compund_nouns': 0.0, 'Number_of_characters_of_adnominal_modification': 0.0037209302325581506, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0018604651162791087, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0, 'Percentage_of_frequent_words': 0.0018604651162791087, 'Cossim_model6': 0.006976744186046502, 'Norm_model6': 0.013023255813953494, 'Avecossim_model6': 0.0}",2025-01-20_21-36-40
svm,"{'Interest': 0.015813953488372112, ""readers'_vocabulary"": 0.0013953488372093093, 'Average_duration_of_fixations': 0.008837209302325566, 'Minimum_duration_of_fixations': 0.00046511627906977717, 'Maximum_duration_of_fixations': 0.008837209302325589, 'Duration_of_first_fixation': 0.009302325581395344, 'Average_pupil_diameter': 0.0009302325581395543, 'Average_duration_of_Visit_per_characters': 0.011627906976744207, 'Minimum_duration_of_Visit': 0.01581395348837209, 'Maximum_duration_of_Visit': 0.008837209302325566, 'Number_of_Visits': 0.012558139534883717, 'Number_of_Visits_per_characters': 0.008837209302325566, 'Number_of_saccades_in_AOI': 0.011627906976744207, 'Time_to_entry_saccade': 0.006511627906976747, 'Time_to_exit_saccade': 0.005581395348837215, 'Peak_velocity_of_entry_saccade': 0.0023255813953488636, 'Peak_velocity_of_exit_saccade': 0.0027906976744186186, 'First-pass_first_fixation_duration_per_characters': 0.004651162790697683, 'First-pass_duration': 0.013488372093023272, 'First-pass_duration_per_characters': 0.008837209302325589, 'Selective_regression-path_duration': 0.01581395348837209, 'Regression-path_duration': 0.015348837209302357, 'Re-reading_duration_per_characters': 0.01581395348837209, 'Number_of_regression': 0.010697674418604631, 'Percentage_of_katakana_verb_numerator': 0.00046511627906977717, 'Percentage_of_katakana_noun': 0.006976744186046524, 'Percentage_of_katakana_noun_numerator': 0.00511627906976746, 'Number_of_easy_words': 0.0060465116279069695, 'Percentage_of_easy_words': 0.007441860465116301, 'Percentage_of_kanzi': 0.0032558139534883735, 'Percentage_of_low_difficulty_kanzi_words': 0.006511627906976747, 'Number_of_low_difficulty_kanzi_words': 0.01116279069767443, 'Percentage_of_extra_difficulty_kanzi_words': 0.0037209302325581506, 'Number_of_extra_difficulty_kanzi_words': 0.005581395348837215, 'Percentage_of_regular_difficulty_kanzi_words': 0.009302325581395344, 'Number_of_regular_difficulty_kanzi_words': 0.0060465116279069695, 'Percentage_of_high_difficulty_kanzi_words': 0.00511627906976746, 'Number_of_high_difficulty_kanzi_words': 0.007441860465116279, 'Percentage_of_low_difficulty_kanzis': 0.004651162790697683, 'Percentage_of_extra_difficulty_kanzis': 0.008837209302325589, 'Number_of_extra_difficulty_kanzis': 0.0027906976744186186, 'Percentage_of_regular_difficulty_kanzis': 0.010697674418604652, 'Number_of_regular_difficulty_kanzis': 0.005116279069767438, 'Percentage_of_Chinese_words_verb': 0.007906976744186056, 'Percentage_of_Chinese_words_noun': 0.006511627906976747, 'Average_length_of_compund_nouns': 0.0023255813953488636, 'Number_of_characters_of_adnominal_modification': 0.0037209302325581727, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.007441860465116279, 'Number_of_adnominal_modification_out_of_total_nouns': 0.004186046511627928, 'Percentage_of_frequent_words': 0.007906976744186056, 'Cossim_model6': 0.004186046511627928, 'Norm_model6': 0.0037209302325581727, 'Avecossim_model6': 0.006046511627906992}",2025-01-20_21-36-40
knn,"{'Interest': 2.2204460492503132e-17, ""readers'_vocabulary"": 0.0023255813953488636, 'Average_duration_of_fixations': -0.0013953488372092648, 'Minimum_duration_of_fixations': -0.0009302325581395099, 'Maximum_duration_of_fixations': -0.0046511627906976605, 'Duration_of_first_fixation': 0.0013953488372093093, 'Average_pupil_diameter': 0.0023255813953488636, 'Average_duration_of_Visit_per_characters': 2.2204460492503132e-17, 'Minimum_duration_of_Visit': 0.005581395348837215, 'Maximum_duration_of_Visit': 0.004651162790697683, 'Number_of_Visits': 0.00046511627906979934, 'Number_of_Visits_per_characters': 0.0009302325581395543, 'Number_of_saccades_in_AOI': -0.003255813953488329, 'Time_to_entry_saccade': -0.003255813953488329, 'Time_to_exit_saccade': -0.002790697674418552, 'Peak_velocity_of_entry_saccade': -0.003255813953488329, 'Peak_velocity_of_exit_saccade': 2.2204460492503132e-17, 'First-pass_first_fixation_duration_per_characters': 0.00046511627906979934, 'First-pass_duration': 0.005116279069767438, 'First-pass_duration_per_characters': 0.004186046511627928, 'Selective_regression-path_duration': 0.0013953488372093314, 'Regression-path_duration': -0.0013953488372092648, 'Re-reading_duration_per_characters': -0.007906976744186011, 'Number_of_regression': 0.0027906976744186186, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun': 0.0018604651162790864, 'Percentage_of_katakana_noun_numerator': 0.0013953488372093093, 'Number_of_easy_words': 0.00046511627906979934, 'Percentage_of_easy_words': 0.0041860465116279055, 'Percentage_of_kanzi': 0.0023255813953488415, 'Percentage_of_low_difficulty_kanzi_words': -0.002790697674418574, 'Number_of_low_difficulty_kanzi_words': -0.002325581395348797, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0023255813953488636, 'Number_of_regular_difficulty_kanzi_words': 0.0018604651162790864, 'Percentage_of_high_difficulty_kanzi_words': -0.002325581395348819, 'Number_of_high_difficulty_kanzi_words': 0.0023255813953488636, 'Percentage_of_low_difficulty_kanzis': -0.004186046511627883, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Number_of_extra_difficulty_kanzis': 0.00046511627906977717, 'Percentage_of_regular_difficulty_kanzis': -0.0018604651162790198, 'Number_of_regular_difficulty_kanzis': 0.00046511627906977717, 'Percentage_of_Chinese_words_verb': 0.0013953488372093537, 'Percentage_of_Chinese_words_noun': -0.002790697674418574, 'Average_length_of_compund_nouns': 0.006046511627906992, 'Number_of_characters_of_adnominal_modification': -0.00046511627906971055, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.00046511627906975495, 'Number_of_adnominal_modification_out_of_total_nouns': -0.0004651162790697327, 'Percentage_of_frequent_words': -0.0004651162790697327, 'Cossim_model6': 0.0013953488372093093, 'Norm_model6': 4.4408920985006264e-17, 'Avecossim_model6': 0.0009302325581395543}",2025-01-20_21-36-40
mlp,"{'Interest': 0.03953488372093024, ""readers'_vocabulary"": 0.024186046511627878, 'Average_duration_of_fixations': 0.0041860465116279055, 'Minimum_duration_of_fixations': 0.006511627906976769, 'Maximum_duration_of_fixations': 0.0032558139534883956, 'Duration_of_first_fixation': 0.009767441860465121, 'Average_pupil_diameter': 0.01255813953488374, 'Average_duration_of_Visit_per_characters': 0.006976744186046546, 'Minimum_duration_of_Visit': 0.0009302325581395543, 'Maximum_duration_of_Visit': 0.006511627906976747, 'Number_of_Visits': 0.012558139534883717, 'Number_of_Visits_per_characters': 0.007906976744186056, 'Number_of_saccades_in_AOI': 0.007441860465116279, 'Time_to_entry_saccade': 0.0037209302325581285, 'Time_to_exit_saccade': 0.006511627906976747, 'Peak_velocity_of_entry_saccade': 0.007906976744186056, 'Peak_velocity_of_exit_saccade': 0.017674418604651177, 'First-pass_first_fixation_duration_per_characters': 0.007441860465116257, 'First-pass_duration': 0.00046511627906977717, 'First-pass_duration_per_characters': 0.006511627906976747, 'Selective_regression-path_duration': 0.009302325581395366, 'Regression-path_duration': 0.011627906976744184, 'Re-reading_duration_per_characters': 0.006511627906976747, 'Number_of_regression': 0.0009302325581395321, 'Percentage_of_katakana_verb_numerator': 0.0023255813953488857, 'Percentage_of_katakana_noun': 0.020465116279069773, 'Percentage_of_katakana_noun_numerator': 0.00511627906976746, 'Number_of_easy_words': 0.025116279069767454, 'Percentage_of_easy_words': 0.014883720930232557, 'Percentage_of_kanzi': 0.0013953488372093314, 'Percentage_of_low_difficulty_kanzi_words': 0.0032558139534883956, 'Number_of_low_difficulty_kanzi_words': 0.006976744186046546, 'Percentage_of_extra_difficulty_kanzi_words': 0.004651162790697705, 'Number_of_extra_difficulty_kanzi_words': 0.0013953488372093093, 'Percentage_of_regular_difficulty_kanzi_words': 0.0032558139534883956, 'Number_of_regular_difficulty_kanzi_words': 0.006511627906976769, 'Percentage_of_high_difficulty_kanzi_words': 0.013953488372093027, 'Number_of_high_difficulty_kanzi_words': 0.012558139534883717, 'Percentage_of_low_difficulty_kanzis': 0.013023255813953494, 'Percentage_of_extra_difficulty_kanzis': 0.0027906976744186407, 'Number_of_extra_difficulty_kanzis': 0.0037209302325581285, 'Percentage_of_regular_difficulty_kanzis': 0.007441860465116301, 'Number_of_regular_difficulty_kanzis': 0.0037209302325581506, 'Percentage_of_Chinese_words_verb': 0.009767441860465121, 'Percentage_of_Chinese_words_noun': 0.00511627906976746, 'Average_length_of_compund_nouns': 0.009767441860465121, 'Number_of_characters_of_adnominal_modification': 0.016744186046511622, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.007906976744186034, 'Number_of_adnominal_modification_out_of_total_nouns': 0.031162790697674404, 'Percentage_of_frequent_words': 0.0046511627906976605, 'Cossim_model6': 0.012093023255813939, 'Norm_model6': 0.006976744186046524, 'Avecossim_model6': 0.0037209302325581727}",2025-01-20_21-36-40
model,PFI,Date
log,"{'Duration_of_first_fixation': -0.00046511627906975495, 'Maximum_duration_of_Visit': 0.04325581395348843, 'Number_of_Visits_per_characters': 0.005116279069767482, 'Time_to_entry_saccade': 0.006976744186046569, 'Selective_regression-path_duration': 0.01488372093023258, 'Number_of_extra_difficulty_kanzis': 0.0027906976744186407, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.002325581395348797, 'Number_of_adnominal_modification_out_of_total_nouns': -0.001860465116279042, 'Norm_model6': 0.016744186046511688, 'Avecossim_model6': 0.004651162790697727}",2025-01-20_22-16-46
rf,"{'Duration_of_first_fixation': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Selective_regression-path_duration': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0, 'Norm_model6': 0.0, 'Avecossim_model6': 0.0}",2025-01-20_22-16-46
gb,"{'Duration_of_first_fixation': 0.03581395348837206, 'Maximum_duration_of_Visit': 0.06372093023255813, 'Number_of_Visits_per_characters': 0.04232558139534883, 'Time_to_entry_saccade': 0.013953488372093027, 'Selective_regression-path_duration': 0.010232558139534876, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255811, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0009302325581395543, 'Norm_model6': 0.05813953488372094, 'Avecossim_model6': 0.03953488372093026}",2025-01-20_22-16-46
svm,"{'Duration_of_first_fixation': 0.0665116279069767, 'Maximum_duration_of_Visit': 0.11906976744186044, 'Number_of_Visits_per_characters': 0.09999999999999998, 'Time_to_entry_saccade': 0.10883720930232557, 'Selective_regression-path_duration': 0.09999999999999995, 'Number_of_extra_difficulty_kanzis': 0.025581395348837188, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.13255813953488368, 'Number_of_adnominal_modification_out_of_total_nouns': 0.14511627906976746, 'Norm_model6': 0.06046511627906974, 'Avecossim_model6': 0.09767441860465116}",2025-01-20_22-16-46
knn,"{'Duration_of_first_fixation': -0.007441860465116234, 'Maximum_duration_of_Visit': 0.01023255813953492, 'Number_of_Visits_per_characters': 0.00046511627906979934, 'Time_to_entry_saccade': -0.004186046511627861, 'Selective_regression-path_duration': 0.0023255813953488636, 'Number_of_extra_difficulty_kanzis': 0.00046511627906977717, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.005581395348837281, 'Number_of_adnominal_modification_out_of_total_nouns': 0.003720930232558195, 'Norm_model6': 0.002325581395348908, 'Avecossim_model6': -0.0018604651162790198}",2025-01-20_22-16-46
mlp,"{'Duration_of_first_fixation': 0.039069767441860435, 'Maximum_duration_of_Visit': 0.0869767441860465, 'Number_of_Visits_per_characters': 0.06744186046511622, 'Time_to_entry_saccade': 0.05488372093023253, 'Selective_regression-path_duration': 0.04697674418604651, 'Number_of_extra_difficulty_kanzis': 0.014883720930232536, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.04325581395348836, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0581395348837209, 'Norm_model6': 0.0506976744186046, 'Avecossim_model6': 0.04511627906976741}",2025-01-20_22-16-46
model,PFI,Date
log,"{'Maximum_duration_of_fixations': 0.009302325581395366, 'Average_duration_of_Visit_per_characters': -0.001395348837209287, 'Maximum_duration_of_Visit': 0.046046511627907, 'Number_of_Visits_per_characters': -0.0018604651162790642, 'Peak_velocity_of_entry_saccade': 0.0018604651162790864, 'First-pass_duration_per_characters': 0.0018604651162791087, 'Selective_regression-path_duration': -0.00046511627906975495, 'Regression-path_duration': 2.2204460492503132e-17, 'Percentage_of_katakana_verb_numerator': 0.00046511627906977717, 'Percentage_of_katakana_noun_numerator': -0.0018604651162790198, 'Number_of_extra_difficulty_kanzi_words': -0.00046511627906975495, 'Number_of_regular_difficulty_kanzi_words': -0.0018604651162790642, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0037209302325581727}",2025-01-20_23-53-14
rf,"{'Maximum_duration_of_fixations': 0.0, 'Average_duration_of_Visit_per_characters': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Peak_velocity_of_entry_saccade': 0.0, 'First-pass_duration_per_characters': 0.0, 'Selective_regression-path_duration': 0.0, 'Regression-path_duration': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0}",2025-01-20_23-53-14
gb,"{'Maximum_duration_of_fixations': 0.028372093023255808, 'Average_duration_of_Visit_per_characters': 0.011627906976744207, 'Maximum_duration_of_Visit': 0.07069767441860467, 'Number_of_Visits_per_characters': 0.01116279069767443, 'Peak_velocity_of_entry_saccade': 0.011627906976744162, 'First-pass_duration_per_characters': 0.001395348837209287, 'Selective_regression-path_duration': 0.005116279069767438, 'Regression-path_duration': 0.00046511627906977717, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun_numerator': -0.00046511627906977717, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.00046511627906979934, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0}",2025-01-20_23-53-14
svm,"{'Maximum_duration_of_fixations': 0.015813953488372133, 'Average_duration_of_Visit_per_characters': 0.013953488372093047, 'Maximum_duration_of_Visit': 0.046046511627907, 'Number_of_Visits_per_characters': 0.016279069767441912, 'Peak_velocity_of_entry_saccade': 0.0027906976744186186, 'First-pass_duration_per_characters': 0.013023255813953494, 'Selective_regression-path_duration': 0.025116279069767454, 'Regression-path_duration': 0.016744186046511643, 'Percentage_of_katakana_verb_numerator': 0.00046511627906977717, 'Percentage_of_katakana_noun_numerator': 0.01162790697674423, 'Number_of_extra_difficulty_kanzi_words': 0.004651162790697683, 'Number_of_regular_difficulty_kanzi_words': 0.0032558139534883735, 'Number_of_adnominal_modification_out_of_total_nouns': 0.010232558139534897}",2025-01-20_23-53-14
knn,"{'Maximum_duration_of_fixations': 0.007441860465116301, 'Average_duration_of_Visit_per_characters': 0.007906976744186056, 'Maximum_duration_of_Visit': 0.027906976744186074, 'Number_of_Visits_per_characters': -0.002790697674418574, 'Peak_velocity_of_entry_saccade': 0.0018604651162790864, 'First-pass_duration_per_characters': 0.0032558139534884178, 'Selective_regression-path_duration': 0.0037209302325581727, 'Regression-path_duration': -0.002325581395348797, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun_numerator': -0.0004651162790697327, 'Number_of_extra_difficulty_kanzi_words': 2.2204460492503132e-17, 'Number_of_regular_difficulty_kanzi_words': 0.00046511627906977717, 'Number_of_adnominal_modification_out_of_total_nouns': -0.002325581395348819}",2025-01-20_23-53-14
mlp,"{'Maximum_duration_of_fixations': 0.05488372093023262, 'Average_duration_of_Visit_per_characters': 0.046511627906976785, 'Maximum_duration_of_Visit': 0.1037209302325582, 'Number_of_Visits_per_characters': 0.06883720930232562, 'Peak_velocity_of_entry_saccade': 0.04790697674418611, 'First-pass_duration_per_characters': 0.02744186046511634, 'Selective_regression-path_duration': 0.06465116279069771, 'Regression-path_duration': 0.04697674418604656, 'Percentage_of_katakana_verb_numerator': 0.002790697674418663, 'Percentage_of_katakana_noun_numerator': 0.04093023255813959, 'Number_of_extra_difficulty_kanzi_words': 0.005581395348837281, 'Number_of_regular_difficulty_kanzi_words': 0.04930232558139538, 'Number_of_adnominal_modification_out_of_total_nouns': 0.04837209302325585}",2025-01-20_23-53-14
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.054883720930232596, 'Number_of_Visits_per_characters': -0.00046511627906975495, 'Time_to_entry_saccade': -0.0009302325581395321, 'Time_to_exit_saccade': -0.006046511627906948, 'Re-reading_duration_per_characters': -0.001395348837209287, 'Percentage_of_katakana_noun_numerator': -0.0004651162790697327, 'Percentage_of_extra_difficulty_kanzi_words': 0.0027906976744186186, 'Percentage_of_regular_difficulty_kanzi_words': -0.0009302325581395099, 'Percentage_of_extra_difficulty_kanzis': 0.005116279069767438, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.006976744186046458, 'Number_of_adnominal_modification_out_of_total_nouns': -0.005116279069767415}",2025-01-21_10-48-42
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Time_to_exit_saccade': 0.0, 'Re-reading_duration_per_characters': 0.0, 'Percentage_of_katakana_noun_numerator': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0}",2025-01-21_10-48-42
gb,"{'Maximum_duration_of_Visit': 0.12790697674418605, 'Number_of_Visits_per_characters': 0.10418604651162791, 'Time_to_entry_saccade': 0.06511627906976744, 'Time_to_exit_saccade': 0.05395348837209306, 'Re-reading_duration_per_characters': 0.015348837209302335, 'Percentage_of_katakana_noun_numerator': 0.011162790697674407, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.018604651162790687, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.024651162790697678, 'Number_of_adnominal_modification_out_of_total_nouns': 0.017209302325581422}",2025-01-21_10-48-42
svm,"{'Maximum_duration_of_Visit': 0.16000000000000003, 'Number_of_Visits_per_characters': 0.09720930232558142, 'Time_to_entry_saccade': 0.14139534883720928, 'Time_to_exit_saccade': 0.1213953488372093, 'Re-reading_duration_per_characters': 0.05395348837209304, 'Percentage_of_katakana_noun_numerator': 0.12186046511627906, 'Percentage_of_extra_difficulty_kanzi_words': 0.005581395348837215, 'Percentage_of_regular_difficulty_kanzi_words': 0.10930232558139537, 'Percentage_of_extra_difficulty_kanzis': 0.018604651162790708, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.1386046511627907, 'Number_of_adnominal_modification_out_of_total_nouns': 0.14325581395348835}",2025-01-21_10-48-42
knn,"{'Maximum_duration_of_Visit': 0.05302325581395342, 'Number_of_Visits_per_characters': 0.029767441860465073, 'Time_to_entry_saccade': 0.023255813953488323, 'Time_to_exit_saccade': 0.017674418604651087, 'Re-reading_duration_per_characters': 0.008837209302325521, 'Percentage_of_katakana_noun_numerator': 0.026046511627906943, 'Percentage_of_extra_difficulty_kanzi_words': 0.003255813953488329, 'Percentage_of_regular_difficulty_kanzi_words': 0.025116279069767388, 'Percentage_of_extra_difficulty_kanzis': 0.0032558139534883514, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.03209302325581391, 'Number_of_adnominal_modification_out_of_total_nouns': 0.03953488372093019}",2025-01-21_10-48-42
