文章,主観難易度,興味度,読者の語彙量,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration,Number_of_regression,カタカナ語使用率（動詞のみ）,カタカナ語使用率（動詞のみ）（分子）,カタカナ語使用率（名詞のみ）,カタカナ語使用率（名詞のみ）（分子）,初級語彙の数,初級語彙の比率（％）,延べ語数,文の長さの平均（文字数）,文の長さの平均（語数）,漢字使用率,漢字使用率（分子）,漢字語彙難易度（低）,漢字語彙難易度（低）（分子）,漢字語彙難易度（外）,漢字語彙難易度（外）（分子）,漢字語彙難易度（常）,漢字語彙難易度（常）（分子）,漢字語彙難易度（高）,漢字語彙難易度（高）（分子）,漢字難易度（低）,漢字難易度（低）（分子）,漢字難易度（外）,漢字難易度（外）（分子）,漢字難易度（常）,漢字難易度（常）（分子）,漢字難易度（高）,漢字難易度（高）（分子）,漢語使用率（動詞のみ）,漢語使用率（動詞のみ）（分子）,漢語使用率（名詞のみ）,漢語使用率（名詞のみ）（分子）,漢語使用率（名詞＋動詞）,漢語使用率（名詞＋動詞）（分子）,総名詞数,総文字数,複合名詞句の長さの平均,連体修飾句の長さ（文字数）,連体修飾句の長さ（語数）,連体修飾率,連体修飾率（分子）,高頻度語使用率（延べ語）,高頻度語使用率（延べ語）（分子）,Cossim_model1,Cossim_model2,Cossim_model3,Cossim_model4,Cossim_model5,Cossim_model6,Norm_model1,Norm_model2,Norm_model3,Norm_model4,Norm_model5,Norm_model6,Avecossim_model1,Avecossim_model2,Avecossim_model3,Avecossim_model4,Avecossim_model5,Avecossim_model6
26,31.603,76.474,28416,7342,245.0,138.0,469.0,30,44260.0,275.0,2.09006,7342,245.0,138.0,469.0,30,44260.0,275.0,2.09006,8100,4050.0,3766.0,4334.0,2,44260.0,4334.0,27,44199.0,52789.0,420.27,478.45,1,275.0,7342.0,7342.0,0.9203992716684067,7342.0,7342.0,0.0,2,0.0,0,0.0,0,8,66.67,14,23.0,14.0,0.35,8,0.0,0,0.0,0,0.0,0,0.8,4,0.38,3,0.0,0,0.0,0,0.62,5,0.5,1,0.8,4,0.71,5,5,23,0.0,13,8,0.33,1,0.79,11,0.55305,0.8509145,0.8970576,0.937352,0.8798211,0.910714,17.283781,12.004786,13.369422,7.3090034,13.372262,10.241745,0.72360116,0.9174558,0.93820286,0.96003556,0.92574406,0.93622065
27,72.372,5.705,28416,1066,213.0,66.0,343.0,5,367.0,140.0,2.2714,1000,250.0,140.0,343.0,4,367.0,140.0,2.26587,1158,579.0,66.0,1092.0,2,367.0,1092.0,3,105266.0,19408.900136445394,220.47,155.27586702606982,1,0.0,0.0,0.0,0.9989850031815936,1066.0,0.0,0.0,0,0.0,0,0.0,0,19,61.29,34,58.0,34.0,0.47,27,0.83,10,0.0,0,0.0,0,0.17,2,0.85,23,0.0,0,0.04,1,0.11,3,0.0,0,0.86,12,0.8,12,14,58,4.0,21,12,0.33,3,0.79,27,0.577775484,0.926265926,0.938317318,0.949030541,0.926867584,0.930827333,15.727676,11.599085,13.270453,7.1484003,12.92193,9.854729,0.6751562,0.9623685,0.96677077,0.97900325,0.9693887,0.97430754
27,85.705,5.705,28416,27932,269.0,66.0,1027.0,104,1646.0,69.0,2.39883,27334,268.0,66.0,1027.0,102,1646.0,69.0,2.39901,31526,2627.0,179.0,12543.0,12,1646.0,12543.0,80,14804.0,14189.0,137.4,319.71,2,0.0,0.0,0.0,0.997211742413505,27932.0,0.0,0.0,0,0.0,0,0.0,0,28,60.87,43,74.0,43.0,0.43,32,0.19,3,0.06,1,0.06,1,0.56,9,0.44,14,0.03,1,0.06,2,0.47,15,0.4,2,0.82,14,0.73,16,17,74,3.33,63,36,0.08,1,0.86,37,0.5848882,0.93140334,0.92049617,0.9512329,0.9391495,0.9454996,15.211604,11.34788,12.652975,6.9172287,12.69123,9.738097,0.7103594,0.95503557,0.9506186,0.9720843,0.9590441,0.963545
27,72.115,5.705,28416,16687,283.0,111.0,591.0,59,19544.0,177.0,2.3322,16264,285.0,132.0,591.0,57,19544.0,177.0,2.32879,18887,1049.0,133.0,5032.0,18,19544.0,409.0,35,19480.0,21051.0,493.91,89.49,1,0.0,0.0,0.0,0.9989813274091033,16687.0,0.0,0.0,0,0.0,0,0.05,1,44,69.84,66,113.0,66.0,0.36,41,0.5,8,0.0,0,0.06,1,0.44,7,0.66,27,0.0,0,0.05,2,0.29,12,0.0,0,0.76,16,0.55,16,21,113,5.33,53,27,0.2,3,0.88,58,0.6436154,0.9240698,0.9264093,0.9528782,0.93496597,0.9352155,16.15148,11.597613,13.074945,7.068505,12.8473,10.0112505,0.81047785,0.9688226,0.9746789,0.9813114,0.97152454,0.9699943
27,35.577,5.705,28416,5661,270.0,79.0,905.0,21,0.0,79.0,2.30111,5582,279.0,91.0,905.0,20,30380.0,442.0,2.29595,5962,426.0,79.0,1080.0,14,0.0,79.0,6,44976.0,31255.0,405.12,141.35,1,79.0,79.0,1323.0,1.0,5661.0,32134.0,32055.0,2,0.0,0,0.08,2,27,54.0,53,93.0,53.0,0.45,42,0.38,8,0.0,0,0.05,1,0.52,11,0.55,23,0.0,0,0.05,2,0.4,17,0.25,1,0.77,20,0.7,21,26,93,4.29,72,38,0.11,2,0.83,44,0.6260807,0.9069503,0.93821603,0.939187,0.9088824,0.9307276,17.631042,12.067054,13.852474,7.4781947,14.645027,9.9957,0.7339409,0.9172412,0.9485095,0.9485922,0.9289216,0.94161075
27,91.987,5.705,28416,23222,276.0,62.0,1100.0,84,44271.0,99.0,2.30438,22730,274.0,62.0,1100.0,83,44271.0,99.0,2.30346,26790,2061.0,99.0,13405.0,13,44271.0,99.0,61,45469.0,44371.0,140.9,67.24,2,99.0,99.0,23222.0,1.0,23222.0,42433.0,42334.0,5,0.0,0,0.04,1,34,57.63,59,102.0,59.0,0.43,44,0.37,7,0.0,0,0.05,1,0.58,11,0.55,24,0.0,0,0.05,2,0.41,18,0.0,0,0.83,19,0.7,19,23,102,4.4,82,44,0.06,1,0.9,53,0.5683738,0.8956076,0.9202421,0.91014844,0.8855418,0.9137904,15.316891,11.271847,12.611048,6.9688697,12.935224,9.840582,0.8330227,0.97170454,0.9720005,0.973845,0.96623176,0.9702832
27,83.269,5.705,28416,14331,239.0,69.0,547.0,60,0.0,167.0,2.3152,14022,242.0,69.0,547.0,58,2498.0,150.0,2.31485,16286,1163.0,167.0,3000.0,14,0.0,167.0,40,2484.0,167.0,40.65,237.48,2,167.0,5530.0,5530.0,0.0,14331.0,5530.0,0.0,4,0.0,0,0.0,0,35,74.47,51,82.0,51.0,0.35,29,0.14,2,0.0,0,0.21,3,0.57,8,0.45,13,0.0,0,0.1,3,0.45,13,0.14,1,0.87,13,0.64,14,15,82,4.0,21,12,0.33,4,0.82,42,0.83720505,0.96565884,0.9700965,0.9770454,0.9661792,0.96558124,15.690125,11.442627,12.894865,6.9434023,13.983866,10.099871,0.8685284,0.97743696,0.9785157,0.9735433,0.9696659,0.9707134
27,98.526,5.705,28416,20237,233.0,65.0,408.0,87,11879.0,250.0,2.29441,20237,233.0,65.0,408.0,87,11879.0,250.0,2.29441,23474,1467.0,124.0,11393.0,16,11879.0,821.0,61,11838.0,13992.0,141.62,59.17,1,250.0,937.0,3023.0,1.0,20237.0,4457.0,3520.0,4,0.0,0,0.08,1,16,57.14,28,47.0,28.0,0.4,19,0.5,5,0.0,0,0.0,0,0.5,5,0.63,12,0.0,0,0.0,0,0.37,7,0.0,0,0.77,10,0.67,10,13,47,4.75,36,21,0.11,1,0.89,25,0.6880275,0.92694473,0.95044005,0.9496375,0.9403773,0.92959195,15.5752735,11.533453,13.078961,7.071909,13.24551,9.790862,0.7235531,0.9294446,0.94919455,0.9657816,0.9445829,0.9449301
27,72.5,5.705,28416,19892,237.0,98.0,634.0,84,18325.0,171.0,2.30285,19612,236.0,98.0,634.0,83,18325.0,171.0,2.30233,22052,817.0,116.0,4782.0,27,18325.0,943.0,53,20233.0,19268.0,62.91,62.99,2,171.0,893.0,4325.0,1.0,19892.0,4914.0,4021.0,4,0.0,0,0.07,1,21,63.64,36,57.0,36.0,0.46,26,0.36,5,0.0,0,0.14,2,0.43,6,0.58,15,0.0,0,0.08,2,0.35,9,0.2,1,0.93,13,0.74,14,14,57,5.0,44,27,0.14,1,0.89,32,0.6513702,0.8997793,0.9133856,0.9352271,0.9163258,0.9077285,15.077027,11.215829,12.834035,7.0355544,13.2773,10.43171,0.8113922,0.96396506,0.9665083,0.9679374,0.96529895,0.9556469
27,37.756,5.705,28416,14487,226.0,62.0,481.0,64,28688.0,136.0,2.29599,14487,226.0,62.0,481.0,64,28688.0,136.0,2.29599,16369,1637.0,109.0,6087.0,10,28688.0,136.0,51,28653.0,28823.0,113.44,108.47,1,136.0,136.0,1396.0,1.0,14487.0,13912.0,13776.0,1,0.0,0,0.0,0,39,57.35,67,111.0,67.0,0.51,57,0.42,11,0.0,0,0.0,0,0.58,15,0.67,38,0.0,0,0.0,0,0.33,19,0.0,0,0.9,26,0.72,26,29,111,4.14,58,35,0.3,6,0.72,48,0.7680954,0.94204634,0.9561769,0.96062917,0.95137495,0.9462023,15.355018,11.459323,13.047881,7.006872,13.289179,9.815885,0.80524975,0.9683659,0.9750145,0.97869384,0.97194505,0.97246164
27,43.141,5.705,28416,8674,241.0,70.0,444.0,36,52012.0,265.0,2.28898,8674,241.0,70.0,444.0,36,52012.0,265.0,2.28898,9866,1233.0,128.0,4025.0,8,52012.0,265.0,27,51972.0,52277.0,287.73,251.1,1,265.0,265.0,8674.0,1.0,8674.0,48809.0,48544.0,2,0.0,0,0.0,0,24,57.14,46,73.0,46.0,0.52,38,0.58,11,0.0,0,0.11,2,0.26,5,0.76,29,0.0,0,0.08,3,0.16,6,0.5,1,0.9,18,0.86,19,20,73,5.0,44,27,0.18,2,0.83,38,0.45165464,0.92271805,0.9399726,0.9550635,0.92351377,0.9439319,16.998873,11.561877,13.22818,7.0167136,13.1913185,9.8854065,0.5847077,0.9521504,0.9666594,0.97277987,0.9581161,0.96439224
27,78.013,5.705,28416,4387,219.0,33.0,392.0,20,2521.0,238.0,2.22505,4354,229.0,126.0,392.0,19,2521.0,238.0,2.22497,4877,542.0,33.0,1482.0,9,2521.0,503.0,10,2497.0,3024.0,66.8,121.57,2,238.0,451.0,451.0,0.0,4387.0,451.0,0.0,0,0.0,0,0.0,0,12,80.0,17,27.0,17.0,0.48,13,0.5,3,0.0,0,0.0,0,0.33,2,0.54,7,0.0,0,0.0,0,0.46,6,0.33,1,0.71,5,0.6,6,7,27,3.5,17,10,0.4,2,0.88,15,0.4498963,0.9307398,0.95124316,0.95902926,0.94194627,0.94252,15.29297,11.352071,12.645336,6.9131393,12.701632,9.914055,0.7992294,0.96941346,0.97731507,0.98234856,0.97624743,0.9767988
27,89.167,5.705,28416,3082,237.0,78.0,812.0,13,4263.0,163.0,2.20256,3082,237.0,78.0,812.0,13,4263.0,163.0,2.20256,3232,294.0,144.0,812.0,11,4263.0,427.0,1,22518.0,4690.0,41.88,56.97,2,163.0,398.0,2280.0,1.0,3082.0,5311.0,4912.0,2,0.0,0,0.0,0,47,68.12,69,111.0,69.0,0.44,49,0.32,7,0.0,0,0.09,2,0.59,13,0.53,26,0.0,0,0.08,4,0.39,19,0.0,0,0.81,22,0.63,22,27,111,4.0,71,45,0.22,4,0.86,59,0.6135001,0.9285596,0.9463805,0.9574976,0.9327726,0.9391378,16.52714,11.570482,13.140235,6.971318,13.735341,9.981355,0.8132264,0.96658504,0.97454166,0.97995806,0.96437716,0.96542144
27,76.859,5.705,28416,3047,254.0,144.0,369.0,12,30581.0,273.0,2.21795,3047,254.0,144.0,369.0,12,30581.0,273.0,2.21795,3240,540.0,144.0,1722.0,6,30581.0,273.0,6,30561.0,30854.0,63.32,50.84,2,273.0,273.0,2444.0,1.0,3047.0,2685.0,2412.0,1,0.0,0,0.0,0,47,58.75,80,131.0,80.0,0.49,64,0.41,13,0.0,0,0.09,3,0.5,16,0.58,37,0.0,0,0.08,5,0.34,22,0.0,0,0.91,32,0.78,32,35,131,3.8,84,50,0.12,3,0.89,71,0.74223155,0.95130414,0.9675585,0.9700215,0.9505328,0.95499384,15.612677,11.29969,12.904652,6.9145722,13.230421,10.07768,0.8624669,0.97344065,0.97659296,0.9777359,0.97083265,0.9740832
27,82.756,5.705,28416,2942,226.0,64.0,730.0,13,37961.0,730.0,2.15178,2942,226.0,64.0,730.0,13,37961.0,730.0,2.15178,3172,793.0,201.0,1724.0,4,37961.0,942.0,9,37901.0,41046.0,404.74,159.63,1,730.0,2457.0,2457.0,0.0,2942.0,2457.0,0.0,2,0.0,0,0.0,0,23,58.97,37,61.0,37.0,0.33,20,0.5,4,0.0,0,0.0,0,0.5,4,0.7,14,0.0,0,0.1,2,0.2,4,0.0,0,0.67,8,0.5,8,12,61,4.0,42,24,0.2,2,0.84,31,0.39443588,0.92467195,0.92499936,0.9441915,0.8980761,0.9232534,15.294037,11.325746,12.817165,7.03224,13.0196295,10.027204,0.5195581,0.9513793,0.94613373,0.9640194,0.9268933,0.9450549
27,14.423,5.705,28416,2228,223.0,100.0,390.0,10,41097.0,142.0,2.17335,2228,223.0,100.0,390.0,10,41097.0,142.0,2.17335,2433,811.0,142.0,2121.0,3,41097.0,142.0,7,41046.0,41238.0,159.63,72.43,1,142.0,142.0,2228.0,1.0,2228.0,2713.0,2572.0,3,0.0,0,0.04,1,45,72.58,66,107.0,66.0,0.32,34,0.5,8,0.0,0,0.12,2,0.25,4,0.65,22,0.0,0,0.09,3,0.26,9,0.0,0,0.7,16,0.5,16,23,107,6.5,59,34,0.13,2,0.91,60,0.22812662,0.9083817,0.9085309,0.9258935,0.88084996,0.86042726,17.329094,11.65162,13.487278,7.1837525,13.154334,9.587178,0.4720649,0.9432502,0.94931227,0.9558699,0.9259139,0.9191365
27,86.859,5.705,28416,4377,257.0,97.0,385.0,17,44888.0,171.0,2.1627,4377,257.0,97.0,385.0,17,44888.0,171.0,2.1627,4831,2415.0,171.0,4660.0,2,44888.0,171.0,15,44825.0,45059.0,439.48,91.05,1,171.0,4377.0,4377.0,1.0,4377.0,6448.0,2070.0,2,0.0,0,0.0,0,30,75.0,41,70.0,41.0,0.4,28,0.5,7,0.0,0,0.14,2,0.36,5,0.61,17,0.0,0,0.07,2,0.32,9,0.0,0,0.88,14,0.78,14,16,70,5.33,61,35,0.12,1,0.88,36,0.41913092,0.9351534,0.9406121,0.94777554,0.93252534,0.9238087,17.471914,11.489908,13.456468,7.2790627,13.501781,9.726451,0.82926446,0.9644957,0.9742306,0.9665612,0.9729607,0.9687639
45,55.192,49.679,28416,6838,253.0,71.0,492.0,27,572.0,263.0,2.30154,6767,260.0,78.0,492.0,26,572.0,263.0,2.29996,7562,945.0,71.0,2723.0,8,572.0,2723.0,17,529.0,4374.0,153.59,83.52,1,0.0,0.0,0.0,0.9979728981471685,6838.0,0.0,0.0,0,0.0,0,0.0,0,17,60.71,28,49.0,28.0,0.37,18,0.5,4,0.0,0,0.0,0,0.5,4,0.72,13,0.0,0,0.0,0,0.28,5,0.0,0,0.5,8,0.5,8,16,49,5.5,43,25,0.12,1,0.64,18,0.45980551,0.880364614,0.904890925,0.916844341,0.8893736,0.898589588,16.904264,11.661561,13.520607,7.2501698,14.5242,10.150632,0.80929875,0.9308515,0.96000654,0.96383595,0.954945,0.943218
45,19.551,49.679,28416,10598,279.0,60.0,555.0,38,372.0,157.0,2.38647,10598,279.0,60.0,555.0,38,372.0,157.0,2.38647,11766,1471.0,157.0,4099.0,8,372.0,157.0,27,318.0,529.0,111.53,153.59,1,0.0,0.0,0.0,0.9984446203280097,10598.0,0.0,0.0,0,0.0,0,0.0,0,16,100.0,17,31.0,17.0,0.03,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.25,1,0.17,1,4,31,0.0,10,6,0.5,2,0.76,13,0.6350775,0.8927889,0.917846,0.92892545,0.91642845,0.90185654,16.958427,11.53269,13.123056,7.0680203,14.132102,10.065381,0.651251,0.9527774,0.9566644,0.9648073,0.9533342,0.9454049
45,20.833,49.679,28416,12266,245.0,66.0,531.0,50,10778.0,178.0,2.36331,12266,245.0,66.0,531.0,50,10778.0,178.0,2.36331,14420,2884.0,255.0,13225.0,5,10778.0,365.0,39,10717.0,11143.0,312.09,377.31,1,0.0,0.0,0.0,0.996816178090969,12266.0,0.0,0.0,0,0.0,0,0.0,0,19,86.36,22,35.0,22.0,0.23,8,0.5,2,0.0,0,0.0,0,0.25,1,0.75,6,0.0,0,0.0,0,0.25,2,0.0,0,0.67,4,0.44,4,6,35,0.0,13,7,0.4,2,0.91,20,0.8230533,0.94159377,0.96478325,0.9698614,0.95815027,0.9602488,17.186882,11.497745,13.143924,6.98041,13.057055,9.935599,0.7458229,0.9476992,0.95844734,0.9584743,0.9471615,0.93995184
45,27.244,49.679,28416,13583,272.0,135.0,1030.0,50,26743.0,272.0,2.33444,13583,272.0,135.0,1030.0,50,26743.0,272.0,2.33444,14804,1480.0,325.0,3516.0,10,26743.0,3516.0,38,26717.0,30259.0,84.52,54.09,1,0.0,0.0,0.0,0.9997353049883212,13583.0,0.0,0.0,0,0.0,0,0.0,0,27,87.1,34,56.0,34.0,0.32,18,0.67,4,0.0,0,0.17,1,0.17,1,0.89,16,0.0,0,0.06,1,0.06,1,0.0,0,0.67,6,0.4,6,9,56,4.0,51,31,0.14,1,0.85,29,0.7123628,0.9071195,0.9379078,0.95774335,0.9333018,0.93616676,16.243673,11.333353,12.7539,7.002426,11.942212,9.589575,0.6758484,0.93469757,0.95306265,0.96365684,0.9283711,0.94478506
45,25.705,49.679,28416,8681,241.0,3.0,419.0,36,0.0,3.0,2.3524,8678,248.0,64.0,419.0,35,33.0,285.0,2.35236,9462,946.0,92.0,4705.0,10,0.0,318.0,25,35454.0,318.0,155.35,111.53,1,3.0,288.0,3774.0,1.0,8681.0,40224.0,39936.0,3,0.0,0,0.0,0,10,90.91,10,19.0,10.0,0.16,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,19,0.0,7,3,1.0,2,0.8,8,0.60618997,0.90737385,0.9350402,0.9289655,0.8912112,0.91194516,17.854513,11.45207,13.27511,7.2761464,13.711262,9.97745,0.7877949,0.9532217,0.9700054,0.9702382,0.9563732,0.9633913
45,57.5,49.679,28416,3532,252.0,163.0,500.0,14,48257.0,167.0,2.32474,3532,252.0,163.0,500.0,14,48257.0,167.0,2.32474,3864,1932.0,242.0,3622.0,2,48257.0,3622.0,12,48187.0,51879.0,383.91,322.09,1,167.0,3289.0,3532.0,1.0,3532.0,8438.0,5149.0,4,0.0,0,0.06,1,38,88.37,47,86.0,47.0,0.33,28,0.88,7,0.0,0,0.0,0,0.0,0,0.96,27,0.0,0,0.0,0,0.04,1,0.0,0,0.5,8,0.38,8,16,86,5.0,76,41,0.08,1,0.85,40,0.7602566,0.93072987,0.94581884,0.9515004,0.9351143,0.9463503,17.664135,11.629599,13.249751,7.19928,13.9496355,9.893404,0.8048672,0.93471104,0.9495454,0.96825105,0.93964463,0.95125055
45,0.0,49.679,28416,2343,195.0,76.0,326.0,12,58000.0,254.0,2.31812,2343,195.0,76.0,326.0,12,58000.0,254.0,2.31812,2774,2774.0,2774.0,2774.0,1,58000.0,2774.0,9,57968.0,60775.0,108.34,258.33,1,254.0,2343.0,2343.0,0.0,2343.0,2343.0,0.0,1,0.0,0,0.0,0,5,71.43,8,15.0,8.0,0.2,3,0.0,0,0.0,0,0.0,0,1.0,1,0.33,1,0.0,0,0.0,0,0.67,2,0.0,0,0.5,1,0.5,1,2,15,0.0,9,5,1.0,1,0.62,5,0.36950904,0.8315422,0.8584316,0.8817255,0.79784966,0.84030485,17.684153,11.97983,13.962803,7.7978277,13.791233,9.869717,0.41842407,0.8898792,0.9158966,0.91652805,0.87820625,0.88394755
45,14.423,49.679,28416,7684,256.0,82.0,572.0,30,60825.0,182.0,2.34256,7684,256.0,82.0,572.0,30,60825.0,182.0,2.34256,8582,4291.0,4172.0,4410.0,2,60825.0,4172.0,27,60775.0,64998.0,258.33,232.55,1,182.0,3764.0,7684.0,1.0,7684.0,14520.0,10755.0,5,0.0,0,0.0,0,20,86.96,25,41.0,25.0,0.22,9,0.33,1,0.0,0,0.0,0,0.33,1,0.78,7,0.0,0,0.0,0,0.22,2,0.33,1,0.4,2,0.38,3,5,41,0.0,18,10,0.4,2,0.76,19,0.25050005,0.8413623,0.8659111,0.88034075,0.82195944,0.8314495,17.295565,11.620894,13.385331,7.243449,14.208967,9.855566,0.7940351,0.9504332,0.9618955,0.9688087,0.9556039,0.95693594
45,25.962,49.679,28416,527,264.0,95.0,432.0,2,224.0,95.0,2.38992,527,264.0,95.0,432.0,2,224.0,95.0,2.38992,553,553.0,553.0,553.0,1,224.0,553.0,1,165.0,777.0,217.53,125.56,1,0.0,0.0,0.0,1.0078481862703155,527.0,0.0,0.0,0,0.0,0,0.0,0,19,79.17,27,38.0,27.0,0.29,11,0.25,1,0.0,0,0.0,0,0.75,3,0.64,7,0.0,0,0.0,0,0.36,4,0.0,0,0.57,4,0.5,4,7,38,0.0,27,19,0.29,2,0.78,21,0.68738675,0.9117474,0.933523,0.9379353,0.9273397,0.9194321,16.452307,11.798177,13.403512,7.219053,13.925153,10.4470005,0.72205323,0.9535574,0.95676416,0.9567235,0.94848835,0.94100267
45,4.295,49.679,28416,2740,196.0,75.0,382.0,14,0.0,165.0,2.31985,2574,198.0,75.0,382.0,13,1880.0,116.0,2.31201,2999,375.0,75.0,1705.0,8,0.0,165.0,5,1850.0,165.0,119.33,217.53,1,165.0,165.0,2665.0,1.0,2740.0,3192.0,3027.0,3,0.0,0,0.13,2,42,77.78,56,112.0,56.0,0.28,31,0.42,5,0.0,0,0.08,1,0.42,5,0.68,21,0.0,0,0.06,2,0.26,8,0.12,1,0.73,11,0.52,12,15,112,6.0,97,47,0.08,1,0.75,42,0.28948945,0.8637708,0.85603404,0.9029136,0.83037376,0.84723794,16.644396,12.041054,13.866541,7.3892794,14.368145,10.3157835,0.5695669,0.925154,0.92380375,0.9559342,0.90551984,0.94005513
45,58.141,49.679,28416,4863,286.0,87.0,856.0,17,8221.0,122.0,2.2947,4446,278.0,87.0,856.0,16,8221.0,122.0,2.28968,5204,1735.0,417.0,3219.0,3,8221.0,3219.0,14,8197.0,11440.0,104.11,118.91,1,122.0,2927.0,2927.0,0.0,4863.0,2927.0,0.0,3,0.0,0,0.0,0,52,81.25,66,107.0,66.0,0.26,28,0.15,2,0.0,0,0.08,1,0.62,8,0.54,15,0.0,0,0.07,2,0.39,11,0.18,2,0.58,11,0.43,13,19,107,3.33,76,47,0.14,2,0.85,56,0.27725494,0.82841945,0.8740237,0.9232961,0.8715484,0.9115822,14.758513,11.623918,13.068751,7.2204356,13.55723,10.057324,0.4594073,0.912585,0.94691867,0.9636932,0.9512172,0.9484582
45,9.295,49.679,28416,4724,295.0,83.0,623.0,16,11470.0,156.0,2.31451,4724,295.0,83.0,623.0,16,11470.0,156.0,2.31451,5198,2599.0,156.0,5042.0,2,11470.0,156.0,13,11440.0,18713.0,118.91,63.21,1,156.0,156.0,4724.0,1.0,4724.0,6317.0,6162.0,5,0.0,0,0.06,1,32,80.0,43,74.0,43.0,0.42,31,0.55,6,0.0,0,0.0,0,0.36,4,0.84,26,0.0,0,0.0,0,0.16,5,0.0,0,0.65,11,0.46,11,17,74,4.25,59,33,0.3,3,0.86,37,0.36290684,0.85639226,0.91754377,0.9475002,0.90658605,0.9248655,15.515878,11.632332,13.27679,7.0819664,12.987869,9.685836,0.8225116,0.95368356,0.9711117,0.98107964,0.9585535,0.9723562
45,0.0,49.679,28416,1783,223.0,77.0,362.0,8,19720.0,252.0,2.30222,1783,223.0,77.0,362.0,8,19720.0,252.0,2.30222,1934,645.0,289.0,848.0,3,19720.0,848.0,5,19696.0,20569.0,81.95,73.32,1,252.0,787.0,787.0,0.0,1783.0,787.0,0.0,0,0.0,0,0.0,0,22,75.86,32,54.0,32.0,0.35,19,0.6,6,0.0,0,0.0,0,0.3,3,0.84,16,0.0,0,0.0,0,0.16,3,0.33,1,0.69,9,0.62,10,13,54,3.67,40,23,0.22,2,0.72,23,0.25753608,0.83015996,0.8763741,0.8998619,0.85186136,0.8777983,18.868752,12.585592,13.973008,7.934475,16.056015,10.307692,0.42921066,0.8700017,0.91621655,0.92380565,0.90349233,0.8949781
45,54.038,49.679,28416,11497,267.0,92.0,757.0,43,21824.0,381.0,2.30088,11497,267.0,92.0,757.0,43,21824.0,381.0,2.30088,13194,2199.0,381.0,3560.0,6,21824.0,381.0,33,23030.0,22205.0,141.63,99.16,1,381.0,381.0,3212.0,1.0,11497.0,4208.0,3827.0,2,0.0,0,0.0,0,26,72.22,36,63.0,36.0,0.38,24,0.44,4,0.0,0,0.0,0,0.44,4,0.75,18,0.0,0,0.0,0,0.25,6,0.33,1,0.57,8,0.53,9,14,63,4.0,54,31,0.1,1,0.83,30,0.33894312,0.84964186,0.88907677,0.87082034,0.8772083,0.864155,15.6937065,11.546902,12.976785,7.130278,13.487997,10.291994,0.745433,0.96247053,0.96749604,0.9674942,0.95988584,0.9608424
45,0.0,49.679,28416,1962,196.0,82.0,294.0,10,26515.0,180.0,2.27131,1962,196.0,82.0,294.0,10,26515.0,180.0,2.27131,2273,568.0,138.0,1555.0,4,26515.0,384.0,5,26505.0,26899.0,48.83,408.23,1,180.0,347.0,1962.0,1.0,1962.0,10108.0,9761.0,1,0.0,0,0.0,0,17,73.91,22,40.0,22.0,0.23,9,0.4,2,0.0,0,0.0,0,0.4,2,0.67,6,0.0,0,0.0,0,0.33,3,0.0,0,0.62,5,0.5,5,8,40,4.0,18,8,0.33,2,0.82,18,0.06660992,0.8116986,0.80143756,0.7422255,0.79782736,0.8162413,18.29685,12.822589,14.17353,8.760071,15.804306,11.171283,0.27974108,0.87591016,0.87500346,0.8396935,0.87109375,0.88006675
45,32.115,49.679,28416,4817,254.0,114.0,641.0,19,40753.0,155.0,2.31561,4817,254.0,114.0,641.0,19,40753.0,155.0,2.31561,5472,5472.0,5472.0,5472.0,1,40753.0,5472.0,16,18562.03078001032,46225.0,205.97097664940682,398.47,1,155.0,4817.0,4817.0,0.0,4817.0,4817.0,0.0,2,0.0,0,0.0,0,15,57.69,29,47.0,29.0,0.32,15,0.5,3,0.0,0,0.0,0,0.5,3,0.67,10,0.0,0,0.0,0,0.33,5,0.0,0,0.43,6,0.35,6,14,47,4.75,33,20,0.14,1,0.69,20,0.18302199,0.8169495,0.83827406,0.8192065,0.8381525,0.83388203,16.220167,11.545421,13.260828,7.24253,14.082115,10.107852,0.7124537,0.94195473,0.95796436,0.96984744,0.9494155,0.9547777
