文章,主観難易度,興味度,読者の語彙量,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration,Number_of_regression,カタカナ語使用率（動詞のみ）,カタカナ語使用率（動詞のみ）（分子）,カタカナ語使用率（名詞のみ）,カタカナ語使用率（名詞のみ）（分子）,初級語彙の数,初級語彙の比率（％）,延べ語数,文の長さの平均（文字数）,文の長さの平均（語数）,漢字使用率,漢字使用率（分子）,漢字語彙難易度（低）,漢字語彙難易度（低）（分子）,漢字語彙難易度（外）,漢字語彙難易度（外）（分子）,漢字語彙難易度（常）,漢字語彙難易度（常）（分子）,漢字語彙難易度（高）,漢字語彙難易度（高）（分子）,漢字難易度（低）,漢字難易度（低）（分子）,漢字難易度（外）,漢字難易度（外）（分子）,漢字難易度（常）,漢字難易度（常）（分子）,漢字難易度（高）,漢字難易度（高）（分子）,漢語使用率（動詞のみ）,漢語使用率（動詞のみ）（分子）,漢語使用率（名詞のみ）,漢語使用率（名詞のみ）（分子）,漢語使用率（名詞＋動詞）,漢語使用率（名詞＋動詞）（分子）,総名詞数,総文字数,複合名詞句の長さの平均,連体修飾句の長さ（文字数）,連体修飾句の長さ（語数）,連体修飾率,連体修飾率（分子）,高頻度語使用率（延べ語）,高頻度語使用率（延べ語）（分子）,Cossim_model1,Cossim_model2,Cossim_model3,Cossim_model4,Cossim_model5,Cossim_model6,Norm_model1,Norm_model2,Norm_model3,Norm_model4,Norm_model5,Norm_model6,Avecossim_model1,Avecossim_model2,Avecossim_model3,Avecossim_model4,Avecossim_model5,Avecossim_model6
21,18.654,67.115,59315,956,191.0,108.0,278.0,5,21081.0,250.0,2.87887,528,264.0,250.0,278.0,2,21081.0,250.0,2.85406,1098,1098.0,1098.0,1098.0,1,21081.0,1098.0,2,19904.27746430434,18613.441365426068,205.76469704422792,153.72474048610798,1,250.0,956.0,956.0,1.0,956.0,1259.0,304.0,2,0.0,0,0.0,0,8,53.33,18,30.0,18.0,0.37,11,0.33,2,0.0,0,0.33,2,0.33,2,0.55,6,0.0,0,0.18,2,0.27,3,0.0,0,0.67,6,0.6,6,9,30,4.67,14,9,0.2,1,0.72,13,0.030930968,0.8273629,0.8778747,0.9175428,0.87061495,0.8687849,16.958967,11.917757,13.235918,7.462745,15.313116,10.515496,0.3857054,0.91510916,0.93082505,0.94722843,0.9248559,0.9330178
22,78.141,3.654,59315,1712,171.0,68.0,242.0,10,906.0,107.0,2.91517,1250,179.0,68.0,242.0,7,1047.0,242.0,2.88931,1907,477.0,68.0,1075.0,4,906.0,383.0,5,1678.0,2787.0,155.17,102.33,1,0.0,0.0,0.0,1.0023724717955196,1712.0,0.0,0.0,0,0.0,0,0.11,1,20,71.43,35,53.0,35.0,0.26,14,0.0,0,0.0,0,0.0,0,1.0,5,0.5,7,0.0,0,0.0,0,0.5,7,0.0,0,0.56,5,0.42,5,9,53,0.0,34,23,0.22,2,0.69,24,0.474917581,0.906079777,0.924825022,0.931123674,0.911318122,0.908435232,16.631145,11.6457815,13.620954,7.2747207,14.9979515,9.961961,0.6868588,0.96507114,0.9571456,0.9748457,0.95920753,0.9603275
22,76.474,3.654,59315,6904,187.0,81.0,320.0,37,1302.0,98.0,3.05531,4202,200.0,81.0,320.0,21,1448.0,230.0,3.06511,8286,1657.0,159.0,3418.0,5,1302.0,376.0,18,2787.0,1678.0,102.33,155.17,1,0.0,0.0,0.0,1.0039865740778995,6904.0,0.0,0.0,0,0.0,0,0.0,0,14,63.64,24,49.0,24.0,0.22,11,0.5,3,0.0,0,0.0,0,0.33,2,0.55,6,0.0,0,0.0,0,0.45,5,0.25,1,0.71,5,0.55,6,7,49,3.0,40,18,0.17,1,0.79,19,0.7699073,0.94095993,0.94537324,0.96068716,0.9334974,0.9417739,16.944164,11.611139,13.024903,7.196649,13.000189,10.289678,0.69734466,0.9561604,0.9623705,0.9670349,0.94540304,0.9540093
22,17.5,3.654,59315,5142,234.0,64.0,443.0,22,8484.0,272.0,3.09443,3394,283.0,168.0,443.0,12,8484.0,272.0,3.08494,5885,2942.0,272.0,5612.0,2,8484.0,272.0,13,8447.0,8757.0,159.15,129.56,1,0.0,0.0,0.0,0.9974904231385369,5142.0,0.0,0.0,0,0.0,0,0.13,2,31,70.45,48,83.0,48.0,0.22,18,0.33,3,0.0,0,0.11,1,0.33,3,0.56,10,0.0,0,0.11,2,0.33,6,0.12,1,0.53,8,0.39,9,15,83,3.5,53,30,0.23,3,0.83,40,0.64620876,0.9316019,0.95793104,0.9641449,0.9452627,0.9513326,14.0480795,11.605749,13.141489,7.087445,13.813852,10.434237,0.67215496,0.96059006,0.9730951,0.9794828,0.9603417,0.9678979
22,72.628,3.654,59315,3928,207.0,69.0,322.0,19,18065.0,159.0,2.93502,1417,202.0,139.0,257.0,7,19307.0,257.0,2.93451,4857,2429.0,236.0,4622.0,2,18065.0,4622.0,4,24985.0,19064.715018142615,143.65,155.23022885126548,1,0.0,0.0,0.0,0.9962221714399702,3928.0,0.0,0.0,0,0.0,0,0.07,1,19,55.88,37,63.0,37.0,0.38,24,0.15,2,0.0,0,0.08,1,0.62,8,0.46,11,0.0,0,0.04,1,0.5,12,0.67,2,0.79,11,0.76,13,14,63,3.5,42,22,0.25,3,0.73,27,0.5879107,0.92700225,0.9458739,0.9526146,0.93514884,0.9394709,15.394236,11.382705,12.706572,7.2083225,13.12583,10.558158,0.7060054,0.9502803,0.9505886,0.954607,0.9461482,0.9409794
22,75.321,3.654,59315,2205,200.0,105.0,344.0,11,0.0,344.0,2.93556,743,186.0,142.0,223.0,4,373.0,142.0,2.97711,2474,1237.0,685.0,1789.0,2,0.0,685.0,3,18728.98904870026,24985.0,207.12550072981082,143.65,1,344.0,631.0,2205.0,1.0,2205.0,19892.0,19262.0,3,0.0,0,0.12,1,28,80.0,35,60.0,35.0,0.3,18,0.5,3,0.0,0,0.0,0,0.5,3,0.83,15,0.0,0,0.0,0,0.17,3,0.0,0,0.75,6,0.4,6,8,60,0.0,33,18,0.38,3,0.77,27,0.51414293,0.89886785,0.93221885,0.9265893,0.9233536,0.9077169,17.175013,11.713732,13.086363,7.262344,13.526142,10.009146,0.65149426,0.94932854,0.9584493,0.9686684,0.9528339,0.95664465
22,24.167,3.654,59315,3880,259.0,64.0,746.0,15,25766.0,272.0,3.10329,2428,347.0,148.0,746.0,7,26516.0,746.0,3.07166,4320,4320.0,4320.0,4320.0,1,25766.0,4320.0,6,18251.91359254893,18639.898034559843,206.23217892619044,154.772173302712,1,272.0,3880.0,3880.0,0.0,3880.0,3880.0,0.0,3,0.0,0,0.0,0,5,83.33,7,12.0,7.0,0.17,2,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.33,1,0.33,1,3,12,0.0,4,2,0.33,1,0.86,6,0.32587162,0.87865394,0.9033744,0.9293014,0.8777567,0.88187784,16.428505,11.429722,13.130277,7.124141,13.308552,9.746854,0.58330524,0.9347273,0.9493306,0.9597487,0.9387401,0.927766
22,24.423,3.654,59315,5972,221.0,85.0,725.0,27,30273.0,177.0,3.19955,3049,235.0,97.0,725.0,13,32201.0,171.0,3.21787,7164,3582.0,897.0,6267.0,2,30273.0,897.0,12,18180.776799952146,18568.282802843027,200.9527457553413,153.59006711993374,1,177.0,662.0,662.0,0.0,5972.0,662.0,0.0,0,0.0,0,0.3,8,39,54.93,79,171.0,79.0,0.2,34,0.17,2,0.0,0,0.25,3,0.5,6,0.53,18,0.0,0,0.15,5,0.32,11,0.12,1,0.41,11,0.34,12,27,171,8.5,110,46,0.13,3,0.67,53,0.24655698,0.87166274,0.88770556,0.9064717,0.86761755,0.86424357,16.21682,11.349912,13.010695,7.1217875,13.121189,10.340883,0.67128384,0.9574137,0.96323127,0.96646214,0.9564924,0.95804054
22,20.449,3.654,59315,4462,194.0,73.0,414.0,23,31226.0,178.0,3.10751,1841,184.0,96.0,257.0,10,38501.0,257.0,3.1483,5434,2717.0,394.0,5040.0,2,31226.0,394.0,10,18193.365617883264,18576.352292993553,205.60111554372526,153.66688935418634,1,178.0,373.0,4462.0,1.0,4462.0,9772.0,9398.0,3,0.0,0,0.06,1,46,65.71,74,136.0,74.0,0.18,25,0.2,2,0.0,0,0.0,0,0.7,7,0.6,15,0.0,0,0.04,1,0.36,9,0.06,1,0.56,9,0.31,10,16,136,3.0,123,66,0.07,1,0.82,61,0.11524597,0.8883854,0.9042213,0.9139354,0.8874936,0.8824727,15.359061,11.260206,12.702247,6.951685,12.407453,9.671589,0.51323926,0.94387186,0.95665395,0.9612524,0.94698584,0.946642
22,52.5,3.654,59315,2229,223.0,131.0,364.0,10,588.0,364.0,3.07884,1120,224.0,176.0,302.0,5,1132.0,235.0,3.08823,2375,594.0,144.0,1024.0,4,588.0,995.0,4,3471.0,3716.0,271.54,53.31,1,0.0,0.0,0.0,0.9979815257342771,2229.0,0.0,0.0,0,0.0,0,0.14,1,18,78.26,25,41.0,25.0,0.17,7,0.0,0,0.0,0,0.0,0,1.0,2,0.71,5,0.0,0,0.0,0,0.29,2,0.0,0,0.29,2,0.22,2,7,41,0.0,12,6,0.4,2,0.8,20,0.37047204,0.90219754,0.9254232,0.9324201,0.9058791,0.90228206,15.856406,11.384656,12.825921,7.030846,12.497045,9.764015,0.5704088,0.94104093,0.9500027,0.95282346,0.9262176,0.94034
22,22.244,3.654,59315,6098,197.0,74.0,370.0,31,337.0,238.0,3.17412,3357,197.0,102.0,352.0,17,337.0,238.0,3.1695,7523,1505.0,74.0,3401.0,5,337.0,238.0,13,3716.0,3471.0,53.31,271.54,1,238.0,238.0,6025.0,1.0,6098.0,8110.0,7872.0,3,0.0,0,0.22,2,31,81.58,43,69.0,43.0,0.17,12,0.0,0,0.0,0,0.0,0,0.83,5,0.58,7,0.0,0,0.0,0,0.42,5,0.17,1,0.56,5,0.4,6,9,69,0.0,6,4,0.22,2,0.7,30,0.398922,0.87557346,0.9057153,0.9196144,0.8674645,0.8652514,14.778399,11.310395,13.358678,7.0779123,14.760102,10.072248,0.7193606,0.94552875,0.96197444,0.97064745,0.95532936,0.94508016
22,70.064,3.654,59315,2027,184.0,85.0,366.0,11,10352.0,208.0,3.12568,687,172.0,85.0,223.0,4,11009.0,204.0,3.10048,2422,1211.0,717.0,1705.0,2,10352.0,1705.0,3,18121.3855077045,18714.522943065855,206.6463225226022,156.37828811404336,1,208.0,1370.0,1370.0,0.0,2027.0,1370.0,0.0,1,0.0,0,0.0,0,27,51.92,47,111.0,47.0,0.3,33,0.27,3,0.0,0,0.09,1,0.64,7,0.67,22,0.0,0,0.03,1,0.3,10,0.0,0,0.69,11,0.58,11,16,111,3.0,70,26,0.2,3,0.72,34,0.5841405,0.93728375,0.9465063,0.95580053,0.925412,0.9316312,16.789848,11.526002,13.137218,7.152762,12.914219,9.933365,0.6965688,0.95930254,0.9707362,0.9730307,0.9641673,0.9651369
22,70.833,3.654,59315,1060,177.0,91.0,344.0,6,12105.0,344.0,3.07421,344,344.0,344.0,344.0,1,12105.0,344.0,3.10587,4172,2086.0,344.0,3828.0,2,12105.0,344.0,0,18181.638571017764,18521.02823406378,206.1434374764303,144.45354584231762,1,344.0,344.0,1060.0,1.0,1060.0,1717.0,1372.0,2,0.0,0,0.0,0,30,83.33,38,59.0,38.0,0.27,16,0.43,3,0.0,0,0.0,0,0.43,3,0.75,12,0.0,0,0.0,0,0.25,4,0.0,0,0.64,7,0.37,7,11,59,0.0,46,29,0.1,1,0.79,30,0.706297,0.9277827,0.9428987,0.94929063,0.9283354,0.9226957,15.852256,11.124394,13.077811,6.943315,13.637289,9.868329,0.73733604,0.9561633,0.9629222,0.9674602,0.9532865,0.9465483
22,47.244,3.654,59315,1728,115.0,66.0,239.0,15,18701.0,227.0,2.989,0,253.035868582827,105.46303731336,551.9452592034634,0,17695.64773328032,193.36043086553198,2.718970791192901,8481,8481.0,8481.0,8481.0,1,18701.0,8481.0,0,18180.681857673877,18667.575368717018,205.79607244345686,150.92441199633777,1,227.0,1728.0,1728.0,0.0,1728.0,1728.0,0.0,2,0.0,0,0.0,0,32,88.89,41,69.0,41.0,0.13,9,0.0,0,0.0,0,0.25,1,0.25,1,0.44,4,0.0,0,0.33,3,0.22,2,0.0,0,0.5,4,0.29,4,8,69,0.0,23,15,0.29,2,0.68,28,0.56415015,0.932575,0.944231,0.95185566,0.93768084,0.93004113,17.357662,11.366849,13.137882,7.0193057,13.914625,9.830126,0.6904705,0.95984745,0.9690233,0.9737615,0.9600579,0.958919
22,12.628,3.654,59315,0,254.33153776775598,121.58332968291036,544.9395774972684,0,14429.766495060776,178.36596625005754,2.81486504853065,0,253.26064744078826,107.4430374869786,533.2101810398988,0,17609.173339135177,193.64611437486678,2.707868755055726,0,2209.8108747862893,318.29385203106955,4257.799066950487,0,14424.388477323402,1717.5200701720703,0,17655.888722089505,18596.558442750673,206.1868457681397,154.0851393577248,1,0.0,0.0,0.0,0.9999066542217037,0.0,0.0,0.0,0,0.0,0,0.0,0,12,85.71,16,23.0,16.0,0.3,7,0.0,0,0.0,0,0.25,1,0.5,2,0.43,3,0.0,0,0.14,1,0.43,3,0.33,1,1.0,3,0.67,4,3,23,0.0,7,4,0.5,1,0.75,12,0.04353711,0.80114967,0.8357591,0.83562493,0.8287868,0.80607337,19.293787,12.646697,13.978546,8.317405,15.314778,10.336378,0.30933192,0.86657655,0.90026325,0.8664595,0.87849575,0.8589263
22,73.013,3.654,59315,305,102.0,72.0,124.0,3,32828.0,124.0,2.96944,0,252.83807272112514,102.90892336869001,546.2614564200461,0,18973.17144540141,189.91227433931363,2.7072235235959092,778,778.0,778.0,778.0,1,32828.0,778.0,0,19175.869809953434,19012.655388913543,207.05952035954766,153.7151316898436,2,124.0,305.0,305.0,1.0,305.0,523.0,218.0,2,0.0,0,0.1,1,18,62.07,30,58.0,30.0,0.26,15,0.2,1,0.0,0,0.0,0,0.4,2,0.6,9,0.0,0,0.13,2,0.27,4,0.33,1,0.4,4,0.38,5,10,58,15.0,41,17,0.22,2,0.77,23,0.050586484,0.79815537,0.8610577,0.7651159,0.81515986,0.7682041,14.9836035,11.045846,12.512817,6.907028,13.382278,10.115963,0.6875799,0.966798,0.97188663,0.9634768,0.96508324,0.95668733
22,66.731,3.654,59315,7646,225.0,68.0,448.0,34,0.0,211.0,3.10183,5736,212.0,68.0,389.0,27,401.0,287.0,3.08297,9423,2356.0,211.0,5462.0,4,0.0,211.0,20,373.0,4636.0,171.71,89.14,2,211.0,7646.0,7646.0,0.0,7646.0,7646.0,0.0,4,0.0,0,0.15,2,41,87.23,50,88.0,50.0,0.18,16,0.29,2,0.0,0,0.14,1,0.29,2,0.44,7,0.0,0,0.12,2,0.44,7,0.25,2,0.38,5,0.33,7,13,88,3.0,83,47,0.08,1,0.76,38,0.5851183,0.9548835,0.95979184,0.9652684,0.95388424,0.95018286,15.639854,11.202367,12.612586,7.037083,13.718436,10.53658,0.8253643,0.970187,0.9720047,0.9658645,0.96839917,0.96136063
22,19.167,3.654,59315,1654,184.0,121.0,242.0,9,10361.0,168.0,3.08139,1533,192.0,168.0,242.0,8,10361.0,168.0,3.08304,2074,2074.0,2074.0,2074.0,1,10361.0,2074.0,7,10319.0,18428.805199764665,342.78,153.599837054931,1,168.0,1654.0,1654.0,0.0,1654.0,1654.0,0.0,2,0.0,0,0.08,1,31,81.58,38,74.0,38.0,0.19,14,0.4,2,0.0,0,0.0,0,0.4,2,0.64,9,0.07,1,0.0,0,0.29,4,0.25,1,0.31,4,0.29,5,13,74,0.0,61,29,0.08,1,0.76,29,0.60453266,0.91346717,0.9288535,0.91019666,0.914088,0.9166663,16.55412,11.268453,13.028774,7.1682663,13.980324,9.969639,0.7193133,0.95138085,0.95831186,0.95947975,0.95307964,0.9618777
22,8.141,3.654,59315,4392,183.0,77.0,297.0,24,12491.0,182.0,3.1036,3755,188.0,102.0,297.0,20,12491.0,182.0,3.11097,5236,5236.0,5236.0,5236.0,1,12491.0,5236.0,20,18526.083999040507,18861.585647429925,207.65969688687207,155.13105459223328,1,182.0,4392.0,4392.0,0.0,4392.0,4392.0,0.0,4,0.0,0,0.1,1,31,77.5,43,78.0,43.0,0.13,10,0.5,2,0.0,0,0.0,0,0.25,1,0.6,6,0.0,0,0.2,2,0.2,2,0.2,1,0.3,3,0.27,4,10,78,0.0,66,33,0.22,2,0.81,35,0.8075218,0.9524811,0.9599355,0.960778,0.95312583,0.95831496,15.870265,11.363691,12.886949,7.1399646,13.961455,10.185905,0.7015275,0.96454144,0.97024125,0.9717756,0.96456444,0.9669213
22,76.987,3.654,59315,4008,211.0,129.0,366.0,19,17780.0,222.0,2.91224,1935,215.0,129.0,366.0,9,18880.0,172.0,2.88868,4744,4744.0,4744.0,4744.0,1,17780.0,4744.0,9,18323.925266587004,18777.33430785901,206.5737529200588,161.54530208769896,2,222.0,4008.0,4008.0,0.0,4008.0,4008.0,0.0,3,0.0,0,0.14,1,15,65.22,25,45.0,25.0,0.24,11,0.5,2,0.0,0,0.0,0,0.5,2,0.64,7,0.0,0,0.09,1,0.27,3,0.0,0,0.57,4,0.4,4,7,45,3.0,3,2,0.2,1,0.8,20,0.39758086,0.91400194,0.9127231,0.9251377,0.8867798,0.89374566,16.57762,11.2148695,12.838553,6.9165545,12.872673,10.408493,0.7449314,0.9588992,0.960336,0.9658085,0.9437542,0.9432813
22,20.321,3.654,59315,1778,198.0,104.0,271.0,9,22595.0,246.0,3.04218,706,235.0,203.0,271.0,3,23395.0,203.0,3.01571,2339,2339.0,2339.0,2339.0,1,22595.0,2339.0,3,18147.14364861638,18558.178605400943,206.08256893206234,155.0587662924645,1,246.0,1778.0,1778.0,0.0,1778.0,1778.0,0.0,1,0.0,0,0.06,1,27,75.0,40,64.0,40.0,0.27,17,0.2,2,0.1,1,0.2,2,0.2,2,0.47,8,0.06,1,0.12,2,0.35,6,0.5,2,0.47,8,0.48,10,17,64,4.25,41,25,0.08,1,0.78,31,0.4126687,0.8989319,0.9148515,0.921789,0.8951668,0.8935316,15.879975,11.713939,13.206194,7.239249,14.504419,10.092001,0.7490332,0.959537,0.96803194,0.9739388,0.96415627,0.9677639
22,72.5,3.654,59315,1700,243.0,138.0,433.0,7,25020.0,433.0,3.1011,1002,200.0,138.0,271.0,5,26625.0,174.0,3.11542,2698,2698.0,2698.0,2698.0,1,25020.0,2698.0,4,18331.58984816783,18579.55031685565,204.8621518827027,153.90381637573068,1,433.0,1700.0,1700.0,0.0,1700.0,1700.0,0.0,1,0.0,0,0.17,1,17,73.91,23,52.0,23.0,0.1,5,0.0,0,0.0,0,0.0,0,1.0,1,0.4,2,0.0,0,0.2,1,0.4,2,0.0,0,0.17,1,0.1,1,6,52,0.0,34,12,0.33,2,0.65,15,0.4795103,0.87022334,0.90568084,0.9006251,0.9025242,0.8886879,17.846659,11.775842,13.373139,7.5449133,14.059209,10.1544895,0.53733635,0.9127417,0.9420456,0.9289428,0.933699,0.9301254
22,23.654,3.654,59315,1616,202.0,112.0,299.0,8,27827.0,299.0,3.06895,233,233.0,233.0,233.0,1,29503.0,233.0,2.9869,2861,2861.0,2861.0,2861.0,1,27827.0,2861.0,0,18117.785076938897,18484.062744175026,212.52411737008975,156.61169769482652,1,299.0,1616.0,1616.0,0.0,1616.0,1616.0,0.0,1,0.0,0,0.0,0,22,75.86,36,69.0,36.0,0.1,7,0.0,0,0.0,0,0.67,2,0.0,0,0.57,4,0.0,0,0.29,2,0.14,1,0.5,1,0.22,2,0.27,3,9,69,0.0,37,14,0.12,1,0.67,24,0.2879065,0.8438216,0.8997309,0.90452814,0.8957867,0.88118905,17.294603,11.24017,12.988045,7.0425377,14.119983,9.603569,0.76181775,0.9485206,0.966977,0.973382,0.95934474,0.9532993
22,20.321,3.654,59315,4650,194.0,68.0,314.0,24,30836.0,163.0,3.12329,647,162.0,110.0,231.0,4,30836.0,163.0,3.07656,6594,6594.0,6594.0,6594.0,1,30836.0,6594.0,1,18242.238849608028,18373.916391728846,205.49165908700354,152.8417998520655,1,163.0,4650.0,4650.0,0.9806149181153911,4650.0,4650.0,0.0,2,0.0,0,0.0,0,29,87.88,40,61.0,40.0,0.21,13,0.0,0,0.0,0,0.0,0,1.0,4,0.54,7,0.0,0,0.0,0,0.46,6,0.0,0,0.44,4,0.29,4,9,61,0.0,20,13,0.5,4,0.78,31,0.40566993,0.9002258,0.9156094,0.934715,0.908497,0.8808153,15.028428,11.249049,12.772118,6.9480276,14.163907,10.331274,0.6299547,0.9590066,0.9633723,0.9687405,0.95784116,0.94943434
22,24.038,3.654,59315,3849,214.0,114.0,302.0,18,353.0,114.0,3.08353,2558,213.0,163.0,287.0,12,488.0,287.0,3.07746,4112,587.0,163.0,1691.0,7,353.0,627.0,7,1343.0,3913.0,69.29,149.21,1,114.0,593.0,593.0,0.0,3849.0,593.0,0.0,1,0.0,0,0.0,0,30,78.95,45,79.0,45.0,0.19,15,0.0,0,0.0,0,0.33,2,0.5,3,0.4,6,0.0,0,0.2,3,0.4,6,0.25,1,0.56,5,0.46,6,9,79,0.0,61,35,0.29,2,0.76,34,0.6036731,0.9476895,0.953148,0.96216846,0.947286,0.93769145,15.910994,11.241864,12.921234,6.951434,13.819279,10.203785,0.7257701,0.96747714,0.9724926,0.9794692,0.9660198,0.9660237
22,78.141,3.654,59315,5361,223.0,71.0,402.0,24,1205.0,138.0,3.18148,3212,201.0,71.0,402.0,16,1205.0,138.0,3.18043,6198,885.0,138.0,3230.0,7,1205.0,138.0,10,3913.0,1343.0,149.21,69.29,1,138.0,138.0,5361.0,1.0,5361.0,8617.0,8478.0,4,0.0,0,0.0,0,30,76.92,42,68.0,42.0,0.24,16,0.11,1,0.0,0,0.11,1,0.67,6,0.38,6,0.0,0,0.06,1,0.56,9,0.33,1,0.53,8,0.5,9,15,68,6.0,63,39,0.09,1,0.69,29,0.5661106,0.93112546,0.945009,0.9597239,0.93754756,0.94402623,14.587115,11.298467,12.973562,7.0072155,12.585,10.272693,0.7122223,0.9662791,0.9721802,0.9782817,0.9676341,0.9666025
22,59.295,3.654,59315,2020,184.0,89.0,312.0,11,11606.0,163.0,3.05235,846,211.0,132.0,312.0,4,12065.0,312.0,3.05355,2611,2611.0,2611.0,2611.0,1,11606.0,2611.0,1,18146.75652382816,18576.636156695047,205.4727406295869,152.98342757628953,1,163.0,2020.0,2020.0,0.0,2020.0,2020.0,0.0,3,0.0,0,0.0,0,38,82.61,56,89.0,56.0,0.3,27,0.2,2,0.0,0,0.4,4,0.4,4,0.67,18,0.0,0,0.15,4,0.19,5,0.0,0,0.91,10,0.59,10,11,89,0.0,28,18,0.29,2,0.71,40,0.46645424,0.92068523,0.9240968,0.95645547,0.9176127,0.92252815,16.766777,11.772017,13.391129,7.202793,13.196581,10.035381,0.65809894,0.9492585,0.94963574,0.9685854,0.9430469,0.95688313
22,55.064,3.654,59315,3045,190.0,76.0,483.0,16,14286.0,211.0,2.88925,0,253.07358594049978,104.15223163059262,543.6659853984469,0,17556.98463985189,193.81107441305622,2.717210360523668,5069,1690.0,295.0,4086.0,3,14286.0,4086.0,1,18095.9142987645,18880.54939043597,204.53048409909826,152.80141960642297,1,211.0,2124.0,2124.0,0.0,3045.0,2124.0,0.0,4,0.0,0,0.0,0,41,83.67,56,96.0,56.0,0.22,21,0.62,5,0.0,0,0.0,0,0.25,2,0.76,16,0.0,0,0.05,1,0.19,4,0.1,1,0.58,7,0.36,8,12,96,0.0,52,29,0.33,4,0.73,41,0.24646333,0.92277616,0.9127671,0.94772565,0.9154899,0.92287105,15.649144,11.443695,12.879908,7.082572,13.692399,9.825452,0.36947924,0.95739955,0.9602315,0.9682602,0.9519026,0.95456105
22,24.551,3.654,59315,2032,169.0,61.0,351.0,12,18677.0,91.0,3.03767,350,175.0,144.0,206.0,2,21741.0,206.0,3.00445,2485,828.0,128.0,2017.0,3,18677.0,339.0,2,18306.611497282087,18603.25229641845,206.91987293071932,152.67158128710972,1,91.0,302.0,1904.0,1.0,2032.0,2530.0,2228.0,3,0.0,0,0.0,0,22,78.57,36,52.0,36.0,0.27,14,0.0,0,0.0,0,0.0,0,1.0,7,0.36,5,0.0,0,0.0,0,0.64,9,0.0,0,0.7,7,0.7,7,10,52,0.0,35,24,0.22,2,0.67,24,0.20334406,0.896184,0.9193715,0.9351382,0.89911646,0.9120976,16.183529,11.46175,13.155108,7.224783,13.632913,10.172362,0.7126436,0.943859,0.9587377,0.9673339,0.95162755,0.95548475
22,21.859,3.654,59315,1802,164.0,66.0,315.0,11,22565.0,66.0,3.17429,1191,238.0,185.0,315.0,5,23550.0,223.0,3.1702,3055,3055.0,3055.0,3055.0,1,22565.0,3055.0,3,18351.643204657004,18521.756122719882,203.57883793379742,154.12171654679338,1,66.0,1802.0,1802.0,0.0,1802.0,1802.0,0.0,1,0.0,0,0.0,0,13,65.0,24,43.0,24.0,0.23,10,0.25,1,0.0,0,0.0,0,0.75,3,0.6,6,0.0,0,0.0,0,0.4,4,0.0,0,0.5,4,0.36,4,8,43,3.0,29,16,0.29,2,0.71,17,0.71732074,0.9416545,0.952873,0.96285737,0.9464035,0.9550118,15.844869,11.333019,13.013636,7.0490375,14.021745,10.003996,0.7768601,0.9696589,0.9665949,0.981435,0.9698786,0.9709896
22,21.218,3.654,59315,2716,181.0,96.0,279.0,15,25675.0,143.0,3.02562,398,199.0,177.0,222.0,2,26661.0,222.0,3.19761,3997,3997.0,3997.0,3997.0,1,25675.0,3997.0,1,18232.69707461735,18433.572936600507,206.5092288991672,156.0953506472535,1,143.0,2716.0,2716.0,0.0,2716.0,2716.0,0.0,3,0.0,0,0.0,0,39,79.59,56,89.0,56.0,0.26,23,0.09,1,0.0,0,0.18,2,0.55,6,0.52,12,0.0,0,0.09,2,0.39,9,0.29,2,0.64,9,0.52,11,14,89,0.0,78,50,0.09,1,0.71,40,0.7215526,0.9505778,0.9580666,0.9655556,0.9411265,0.9519149,16.319653,11.475273,13.013491,7.0823436,12.82407,10.084342,0.70635366,0.96183914,0.9721489,0.970869,0.95781344,0.9625678
22,78.782,3.654,59315,2088,232.0,89.0,476.0,9,29704.0,247.0,3.13661,582,194.0,166.0,247.0,3,29970.0,169.0,3.16124,2518,2518.0,2518.0,2518.0,1,29704.0,2518.0,2,18283.403224525824,18814.806327278267,203.69475696818216,155.23372643601775,1,247.0,2088.0,2088.0,0.0,2088.0,2088.0,0.0,1,0.0,0,0.11,2,27,67.5,45,69.0,45.0,0.32,22,0.54,7,0.0,0,0.0,0,0.38,5,0.64,14,0.0,0,0.05,1,0.32,7,0.0,0,0.68,13,0.54,13,19,69,4.0,37,22,0.09,1,0.73,33,0.69541395,0.9169956,0.9493219,0.9569364,0.9378896,0.9462374,15.746654,11.571258,13.126313,7.1294327,12.806829,10.252287,0.7234821,0.9490308,0.9612949,0.97352463,0.9345754,0.9598464
